Module code;Module name;Year Level;Programmes;Pre-requisite;Co-requisite;Learning Outcome;Main Content;Credits
PHC313;Pharmacology and Clinical Pharmacy 313;Year 3;Bachelor of Pharmacy 3305 ;PHC213, PHC223;None;Compulsory Pharmacy module.;Pharmacology and Clinical Pharmacy 313.;15
PHC323;Pharmacology and Clinical Pharmacy 323;Year 3;Bachelor of Pharmacy 3305 ;PHC213, PHC223, PHC313/ (min 40% for PHC313 ;None;Compulsory Pharmacy module.;Pharmacology and Clinical Pharmacy 323.;15
PHC403;Pharmacology and Clinical Pharmacy 403;Year 4;Bachelor of Pharmacy 3305 ;PHC313, PHC323;None;Elective Pharmacy module.;Pharmacology and Clinical Pharmacy 403.;15
PHC405;Pharmacology and Clinical Pharmacy 405;Year 4;Bachelor of Pharmacy 3305 ;PCE331, PCE333, PCH312, PCH322, PHC313, PHC323, PPR314, PPR324;None;Compulsory Pharmacy module.;Pharmacology and Clinical Pharmacy 405.;30
PHC423;Pharmacology and Clinical Pharmacy 423;Year 4;Bachelor of Pharmacy 3305 ;PHC313, PHC323, PPR314, PPR324;None;Refer to School of Pharmacy Home Department.;(Level 4 Pharm focus).;(Check)
PHC424;Global Pharmacy 424;Year 4;Bachelor of Pharmacy 3305 ;Determined by home university;None;Demonstrate cultural competence via communication skills.;Global Pharmacy.;15
PHC425;Rational Medicine Use 425;Year 4;Bachelor of Pharmacy 3305 ;PHC323, PPR324;None;"Discuss rational medicine use; apply quantitative methods; describe evidence based medicine.";(Descriptor covers systems for rational medicine use).;15
PHC426;Paediatrics for Pharmacists 426;Year 4;Bachelor of Pharmacy 3305 ;PHC313, PHC323;None;Compulsory module in Level 4.;Pharmacology and Clinical Pharmacy 426.;15
PHY111;Physics 111;Year 1;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;None;MAT103 or MAT105;Refer to Faculty of Natural Sciences descriptors.;"Work and energy; impulse and momentum; rotational equilibrium.";15
PHY112;Physics 112;Year 1;Bachelor of Pharmacy 3305 ;None;None;"Discuss mechanics, hydrostatics, and electricity; solve qualitative/quantitative problems; lab work.";"Science as way of knowing; vectors; equilibrium; elasticity; hydrostatics; dental/pharmacy apps.";15
PHY116;Physics 116;Year 1;BSc Applied Geology 3214 ,BSc Biotechnology 3211 ,BSc Environment and Water Science 3331 ,BSc Mathematics and Statistical Sciences 3227 ;None;None;"Apply scientific approach; understand technologies via modern physics and thermodynamics.";Physics 116 (N).;15
PHY121;Physics 121;Year 1;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;None;MAT103 or MAT105;"Understand wave phenomena and magnetism; apply concepts of vibrations and waves; work in lab.";"Gravitational forces; satellite motion; work and energy; impulse and momentum.";15
PHY126;Physics 126;Year 1;BSc Applied Geology 3214 ,BSc Biotechnology 3211 ,BSc Environment and Water Science 3331 ,BSc Mathematics and Statistical Sciences 3227 ;None;None;Refer to Faculty of Natural Sciences descriptors.;Physics 126 (N).;15
PHY151;Physics 151 (SF ;Year 1;BSc Applied Geology Extended 3011 ;None;MAM151;Compulsory module in SF Level 1.;Physics 151 (SF).;15
PHY152;Physics 152 (SF ;Year 2;BSc Applied Geology Extended 3011 ;None;None;Compulsory module in SF Level 2.;Physics 152 (SF).;15
PHY212;Physics 212;Year 2;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;PHY111/121 OR PHY151/152;MAT211/104/152;Refer to Faculty of Natural Sciences descriptors.;"Basic computational physics; laboratory experiments.";20
PHY217;Physics 217;Year 2;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Environment and Water Science 3331 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;None;None;Elective module in Level 2.;Physics 217.;20
PHY222;Physics 222;Year 2;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;PHY111/121 OR PHY151/152 AND MAT105/103/152;None;"Solve Classical Mechanics and Electrodynamics problems; utilize mathematical/computer skills.";(Physical science focus).;20
PHY227;Physics 227;Year 2;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Environment and Water Science 3331 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;PHY116/126 OR PHY111/151;None;"Describe environmental energy issues; present on energy supply; do experimental work.";(Environmental physics focus).;20
PHY314;Physics 314;Year 3;BSc Computer Science 3221 ,BSc Physical Science 3233 ;PHY212, PHY222, MAT211, MAT221;None;Refer to Faculty of Natural Sciences descriptors.;"Quantum physics experiments; data analysis; report writing and presentation skills.";30
PHY317;Physics 317;Year 3;BSc Computer Science 3221 ,BSc Physical Science 3233 ;PHY227;None;"Discuss renewable energy sources; evaluate energy issues in SA; do PV systems sizing.";"Renewable fuels; solar cell design; energy technology in SA; lab applications.";30
PHY324;Physics 324;Year 3;BSc Computer Science 3221 ,BSc Physical Science 3233 ;PHY212, PHY222, MAT211, MAT221;None;Apply kinetic theory of gases to matter properties on thermodynamics basis.;(Statistical mechanics focus).;30
PHY327;Physics 327;Year 3;BSc Computer Science 3221 ,BSc Physical Science 3233 ;PHY212/217, MAT105/103/152;None;"Explain physics/math of astronomy ideas; operate telescopes; use computational modelling.";"Spectra analysis; General relativity; astrophysical fluids; communicating ideas.";30
PPR214;Pharmacy Practice 214;Year 2;Bachelor of Pharmacy 3305 ;PHA116, PHC123;None;Compulsory Pharmacy module.;Pharmacy Practice 214.;10
PPR224;Pharmacy Practice 224;Year 2;Bachelor of Pharmacy 3305 ;PCE231, PHC213, PPR214/ (min 40% in each ;PHC223;Compulsory Pharmacy module.;Pharmacy Practice 224.;15
PPR314;Pharmacy Practice 314;Year 3;Bachelor of Pharmacy 3305 ;PPR214, PPR224;None;Compulsory Pharmacy module.;Pharmacy Practice 314.;15
PPR324;Pharmacy Practice 324;Year 3;Bachelor of Pharmacy 3305 ;PPR214, PPR224, PPR314 (min 40% ;None;Explain, interpret, and apply human resources management theories.;Pharmacy Practice 324.;15
PPR404;Pharmacy Practice 404;Year 4;Bachelor of Pharmacy 3305 ;PPR314, PPR324;None;"Understand pharmacoeconomics role; define terminology; apply economic principles.";"Pharmacoeconomic analyses/modelling; health outcomes research; drug development apps.";15
PPR414;Pharmacy Practice 414;Year 4;Bachelor of Pharmacy 3305 ;PPR314, PPR324;None;Refer to School of Pharmacy descriptors.;"Financial management; CPD and professional portfolio; scenario planning.";15
PPR434;Pharmacy Practice 434;Year 4;Bachelor of Pharmacy 3305 ;PPR314, PPR324;None;Refer to School of Pharmacy Home Department.;(Level 4 Pharm focus).;(Check)
STA111;Statistics 111;Year 1;BSc Biodiversity 3217 ,BSc Computer Science 3221 ,BSc Environment and Water Science 3331 ,BSc Mathematics and Statistical Sciences 3227 ;None;None;"Summarize data; do simple statistical analysis; use computer for data analysis.";"Descriptive statistics; linear regression; probability; inferential stats; Chi-Square.";15
STA121;Statistics 121;Year 1;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ;None;STA111/125/151 (or equivalent ;Refer to Faculty of Natural Sciences descriptors.;Statistics 121.;15
STA125;Statistics 125;Year 1;BSc Biodiversity 3217 ,BSc Biotechnology 3211 ,BSc Environment and Water Science 3331 ,BSc Medical Bioscience 3230 ;None;None;Compulsory module in Level 2.;Statistics 125.;15
STA151;Statistics 151 (SF ;Year 1;BSc Biodiversity Extended 3015 ;None;None;Compulsory module in SF Level 2.;Statistics 151 (SF).;15
STA211;Statistics 211;Year 2;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ;MAT105 (or equivalent AND STA111/125/151;None;Refer to Faculty of Natural Sciences descriptors.;"Distribution theory; moments; sampling; reports and graphs.";20
STA221;Statistics 221;Year 2;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ;STA211 (qualified for exam ;None;Elective module in Level 2.;Statistics 221.;20
STA331;Statistics 331;Year 3;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ;STA211, STA221;None;Elective module in Level 3.;Statistics 331.;30
STA332;Statistics 332;Year 3;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ;STA211, STA221;None;"Execute advanced linear models; multivariate regression; execute data analysis via packages.";"Advanced inference; advanced regression analysis; computer output interpretation.";30
STC101;Statistics 101;Year 1; General Science Elective ;None;None;"Show data trends; understand statistical theory (probability, sampling); apply frequency statistics.";"Population and samples; basic concepts; graphing distributions.";15
APG709;Research Project 709;1;BScHons Applied Geology 3710;None;None;"Conduct extensive literature research; perform independent field or laboratory research.";"Research topic literature review; research project proposal; geological setting; field and/or laboratory work; obtaining analytical results; interpretation of data; report writing; oral presentation of report.";30
APG721;Advanced Geology 721;1;BScHons Applied Geology 3710;None;None;Evaluate and understand advanced geological Earth materials.;"Review of the Geological Time Scale; tectonic evolution of the Kalahari, Congo-Tanzania and West African Cratons; anorogenic and orogenic magmatism; Archaean and Proterozoic Metallogeny (Gold, Tin, Copper); development of sedimentary Basins in Africa; precious/base metal and hydrocarbon potentials; Structural Geology in geotectonic context; stress and origin; deformation mechanisms (compressional, extensional, strike-slip); microtectonics; geological field mapping; analysis of petrographic thin sections.";30
APG722;Applied Geochemistry 722;1;BScHons Applied Geology 3710;None;None;Apply geochemical principles to independent research.;"Sample preparation (digestion, extraction); Quality control/assurance; use of GFAAS, XRF and ICP-MS. Low temperature geochemistry: chemical weathering, aqueous geochemistry (speciation, redox), mineral stability diagrams, adsorption. Geochemical prospecting: lithogeochemistry, stream sediment, regolith, biogeochemistry.";20
APG723;Economic Geology and Exploration Techniques 723;1;BScHons Applied Geology 3710;APG321;None;Consult Department for outcomes.;"Mineral economics; geological features of ore deposits; Reconnaissance (desk study, remote sensing); mapping, soil/sediment geochemistry, drilling; Common Geophysical Methods (logging techniques, subsurface characterization); determining depth/structure of bedrock; Exploration data evaluation; Ore resource modelling; reserve estimation.";20
APG724;Geology 724;1;BScHons Applied Geology 3710;None;None;Consult Department for outcomes.;"Hydrocarbon accumulation; Sedimentary environments; Basins and sequence stratigraphy; Reservoir Diagenesis; Source Rock Maturity; Hydrocarbon traps; Log/Core Analysis and calibration; Volume estimates; Reserves.";20
ASP701;Research Project 701;1;BScHons Astrophysics 3793;None;None;"Conduct research; prepare reports and presentations for communicating findings.";"Research project in collaboration with an astrophysics supervisor; technical report writing and presentation of findings.";30
ASP702;Topics in Physics 702;1;BScHons Astrophysics 3793;None;None;"Apply EM theory to physics; calculate energy in electromagnetic radiation.";"Vectors and Tensors; Maxwell's Equations; Electromagnetic Waves; Radiative Processes.";10
ASP703;General Astrophysics 703;1;BScHons Astrophysics 3793, BScHons Physical Science 3714;None;None;"Calculate stellar properties and light output; explain galaxy evolution.";Multi-wavelength astronomy focusing on South African research strengths (Stellar Astronomy, Galaxies, Cosmology).;10
ASP704;Computational Methods in Astronomy 704;1;BScHons Astrophysics 3793;None;None;"Write programs for astrophysical problems; solve differential equations.";Scientific Programming for Astrophysics and Space Science.;20
ASP706;Astrophysical Physics Topics 706;1;BScHons Astrophysics 3793;None;None;Calculate atomic properties and statistical distributions for stars and galaxies.;"Atomic Physics; Statistical Mechanics; Astrophysical Fluid Dynamics.";10
ASP707;Geospace 707;1;BScHons Astrophysics 3793;None;None;"Explain geospace characteristics; calculate plasma parameters.";"Geospace environment, dynamics and structure; Physics from 50 km above Earth to the magnetopause; plasma physics introduction.";10
ASP708;General Relativity 708;1;BScHons Astrophysics 3793;None;None;Consult Department for outcomes.;"General Relativity: Special Relativity; Tensors in SR; Curved Manifolds and Spacetime; Einstein’s Field Equations; Gravitational waves; Black holes.";10
ASP709;Observational Techniques 709;1;BScHons Astrophysics 3793;None;None;Consult Department for outcomes.;"Observational Techniques: Telescopes; Detectors; Photometry; Virtual Observatory; Near Infrared; Polarimetry; Radio telescopes/interferometry; Aperture synthesis; Data Reduction; SALT.";10
ASP710;Cosmology 710;1;BScHons Astrophysics 3793;None;None;Consult Department for outcomes.;"Geometry; Observational parameters; Cosmic Wave Background; Early Universe; Large scale structures; Baryon acoustic oscillations; dark energy.";10
ASP711;Space Science Topics 711;1;BScHons Astrophysics 3793;None;None;Consult Department for outcomes.;"Space Technology; Space Weather; Plasma Physics; Fluid Dynamics; Solar Physics; Space waves.";20
ASP712;Advanced Topics in Astrophysics 712;1;BScHons Astrophysics 3793, BScHons Physical Science 3714;None;None;Describe issues around galaxy formation and evolution.;Advanced topics including galaxy formation and evolutions based on current local and visiting research.;20
ASP713;Electrodynamics 713;1;BScHons Astrophysics 3793;None;None;"Apply Maxwell’s Equations; calculate energy/momentum in EM fields.";"Vectors and Tensors; Maxwell's Equations; EM Waves; Relativity and Electromagnetism; energy and momentum; Single particle motion; Radiative Processes; Antennas.";10
BCB700;Research Project 700;1;BScHons Biodiversity and Conservation Biology 3731;None;None;"Execute research under supervision; communicate findings in oral/written formats.";Subject specific research project depending upon the topics offered by staff in any one year.;40
BCB731;Systematics and Evolution 731;1;BScHons Biodiversity and Conservation Biology 3731;None;None;Understand species concepts, nomenclature, and find taxonomic info.;"Diversity/evolution of Cape Flora and SA plant/animal families; Red Data Species conservation; modern species concepts; nomenclature; electronic keys; molecular systematic techniques.";20
BCB736;Biodiversity Information Management 736;1;BScHons Biodiversity and Conservation Biology 3731;None;None;"Analyse spatial information; model info for resource management.";"GIS and remote-sensing; GPS mapping; Geostatistics; species distribution data; Internet mapping; classification of satellite imagery; biodiversity/taxonomic database principles.";20
BCB738;Marine Biology 738;1;BScHons Biodiversity and Conservation Biology 3731;None;None;Design and execute marine biological field studies and write professional reports.;"Pelagic and benthic ecology; physical/chemical oceanography; role of environment in shaping organisms; diversity and functioning of ecosystems; rocky intertidal habitats.";20
BCB739;Herpetology 739;1;BScHons Biodiversity and Conservation Biology 3731;None;None;"Converse on herpetological diversity; contribute data to national databases.";"Tetrapod evolution; reptile/amphibian systematics/ecology; southern African/global herpetofauna conservation; Field survey, data collection, and research writing.";20
BCB742;Research Method 742;1;BScHons Biodiversity and Conservation Biology 3731;None;None;"Understand research process; evaluate and critique scientific publications.";"Sampling design; research techniques; lab safety; project proposal; field research planning; data presentation; interpreting scientific data; oral/poster presentations.";20
BCB743;Quantitative Ecology 743;1;BScHons Biodiversity and Conservation Biology 3731;None;BCB744;"Understand mechanisms determining diversity; collect ecological data.";"Species assembly processes (neutral/niche mechanisms); distributional patterns (global/regional/local); R tools; multivariate techniques (nMDS, PCA, RDA, cluster analysis).";20
BCB744;Biostatistics 744;1;BScHons Biodiversity and Conservation Biology 3731;None;None;"Design experiments; use biostatistical analysis software.";"Training and skills development with appropriate analytical software including SPSS and R; Data management.";20
BTY701;Molecular Biology and Bioinformatics Practical 701;1;BScHons Biotechnology 3707;None;None;"Practical and technical experience; laboratory safety knowhow.";"Molecular basis of viral vector technologies (types, vaccine delivery, gene therapy); Molecular biology practical components.";15
BTY702;Literature Review 702;1;BScHons Biotechnology 3707;None;None;"Perform literature surveys; construct scientific introductions.";"Literature review construction and survey; preparation of scientific introductions; Academic writing.";15
BTY703;Research Project 703;1;BScHons Biotechnology 3707;None;None;Consult Department for outcomes.;"Biotechnology research project; scientific methodology/writing; data analysis; Laboratory/Health/Chemical safety training.";40
BTY704;Advanced Plant Biotechnology 704;1;BScHons Biotechnology 3707;60% in GEO 3rd Yr;None;Understand advanced plant biotechnology topics.;"Transformation and regeneration; expression systems/gene suppression; Disease and pest resistance; Molecular tools for breeding; Crop modification.";10
BTY709;Genomics 709;1;BScHons Biotechnology 3707;None;None;Consult Department for outcomes.;"DNA/chromosome structure/function; Genes in pedigrees; Physical/genetic mapping; DNA mutations/instability; genome projects; genetic diseases.";10
BTY710;Apoptosis 710;1;BScHons Biotechnology 3707;None;None;Consult Department for outcomes.;"Cell Cycle (checkpoints, CDKs, inhibitors); Cell Death (Necrosis, Apoptosis, terminal differentiation); Apoptosis and disease.";10
BTY711;Advanced Food Microbiology 711;1;BScHons Biotechnology 3707;None;None;Consult Department for outcomes.;"Diversity of food borne microorganisms; adaptations to food environments; food borne pathogens; management of food safety.";10
BTY714;Forensic DNA Analysis 714;1;BScHons Biotechnology 3707, BScHons Medical Bioscience 3721;None;None;Calculate DNA profile matching probability for court evidence.;"Scientific basis of DNA typing; forensic procedures (isolation, RFLP, PCR, automated analysis); interpreting results (degradation, multiple contributors); likelihood ratios.";10
BTY717;Special Topics 717;1;BScHons Biotechnology 3707;None;None;Specialist study of a topic within Biotechnology.;"Specialist study of a topic within Biotechnology; structure variable to suit topic.";10
BTY718;Proteomics 718;1;BScHons Biotechnology 3707;None;None;Consult Department for outcomes.;"Proteomics: sample preparation, quantification, separation; gel/non-gel based comparative analysis; Mass spectrometry identification; applications.";10
BTY719;Biofuels 719;1;BScHons Biotechnology 3707;None;None;Understand biofuel types and value chain improvements.;"Biofuels types (1st/2nd gen); value chain analysis; Biodiesel, biogas, bioethanol; algae; biomass pretreatment; metabolic engineering; drop-in fuels.";10
BTY721;Molecular Mechanisms of Cancer 721;1;BScHons Biotechnology 3707;None;None;Understand cancer manifestations and oncogene regulation.;"Nature of cancer; tumour viruses; oncogenes; growth factors/receptors; signalling circuitry; suppressor genes; pRb and cell cycle; p53 and apoptosis.";10
BTY722;Next Generation Sequencing 722;1;BScHons Biotechnology 3707;None;None;Understand various sequencing technologies and novel applications.;"NGS technology (Sanger, 454, Illumina, Ion Torrent); genomics/metagenomics; transcriptomics; viromics; metabolomics.";10
CHM701;Analytical Chemistry 701;1;BScHons Chemistry 3734;None;None;Apply MS, NMR, and IR spectroscopy methods.;"Advanced mass spectroscopy (ion sources, spectral interpretation); Advanced NMR (1H, 13C, COSY, HETCOR, NOE); Advanced atomic spectrometry (GF-AAS, ICP-AES).";15
CHM702;Organic Chemistry 702;1;BScHons Chemistry 3734;None;None;"Use word/spreadsheet software; work in cooperative groups.";"Terpenes classification; Steroids (conformation, reactivity); Carbohydrates (reactions, nomenclature); Pericyclic reactions; Molecular Orbital Theory; Advanced synthetic methods.";15
CHM703;Inorganic Chemistry 703;1;BScHons Chemistry 3734;None;None;Apply chemical trends of main group elements to rings/cages.;"Inorganic rings/cages/chains; advanced crystal field theory; molecular orbital theory for coordination complexes; bio-inorganic compounds; organometallic compounds (Alkyls, Alkenes, Carbenes); industrial homogenous catalysis.";15
CHM704;Physical Chemistry 704;1;BScHons Chemistry 3734;None;None;Calculate rate constants and thermodynamic parameters.;"Homogeneous gas phase reactions; unimolecular reactions; adsorption isotherms; catalysis; quantum mechanical postulates; hydrogen-like atoms; statistical thermodynamics.";15
CHM705;Applied Chemistry 705;1;BScHons Chemistry 3734;None;None;Describe polymer types and mechanisms of polymerization.;"Homogeneous/heterogenous catalysis in petroleum; electrocatalysis; process design; Temkin adsorption isotherm; characterization of fuel cells; hydrogen economy/storage.";15
CHM707;Research Project 707;1;BScHons Chemistry 3734;None;None;Consult Department for outcomes.;"Process of research; design, synthesis, characterisation, and quantification relevant to selected mini-project.";30
CHM708;Chemistry Advanced Specialist Topics 708;1;BScHons Chemistry 3734;None;None;Perform advanced study in specialist selection of topics.;"Biosensors design; Bio-separations; Drug Delivery (micelles, liposomes, NPs); Bio-organic synthesis; Organometallic oxidation/complexes.";15
CMP716;Research Project Computer Science 716;2;PGDip Computer and Media Application 1627;BIA715 + 45 credits;None;"Define business needs; utilise theoretical knowledge for data solutions.";"Engaging with clients to scope business needs; proposed analytics solutions; multi-stakeholder engagement; research reporting; business communication.";30
COF710;Simulation 710;1;BScHons Statistical Science 3737, BScHons Computational Finance 3739;STA331, STA332, MAT211, MAT221;None;"Apply large number laws; generate random observations.";"Monte Carlo Simulation; Finite Difference Methods; Martingales and Measures in Derivatives.";15
COF711;Computational Finance 711;1;BScHons Statistical Science 3737, BScHons Computational Finance 3739;STA211, STA221, MAT211, MAT221;None;Summarize knowledge and analyze finance problems.;Advanced Time Series Analysis techniques and applications.;15
COF712;Computational Finance 712;1;BScHons Statistical Science 3737, BScHons Computational Finance 3739;STA331 or equivalent;None;Apply laws of large numbers and central limit theorem.;Advanced Probability and Stochastic Processes.;15
COF714;Stochastic Calculus for Finance 714;1;BScHons Mathematical Science 3736, BScHons Computational Finance 3739;None;None;Applied financial engineering and stochastic calculus.;Stochastic Calculus for Finance 714.;15
COF716;Financial Engineering 716;1;BScHons Mathematical Science 3736, BScHons Computational Finance 3739;None;None;Understand pricing of derivatives instruments.;Financial Engineering 716.;15
COF726;Computational Finance 726;1;BScHons Computational Finance 3739, BScHons Statistical Science 3737;STA331 or equivalent;None;Summarise knowledge and analyse risk management problems.;"Risk measurement; analytical methods; value-at-risk methodologies; risk modelling.";15
COS726;Advanced Software Engineering 726;1;BScHons Computer Science 3735;CSC312;None;Interpret/implement principles and tools for quality software development.;"Formal Methods (Z); Cleanroom SE; Component-Based SE; Web Engineering; Reengineering; CASE tools; recent trends in SE.";15
COS731;Project Analysis and Design 731;1;BScHons Computer Science 3735;None;None;Analyse and document business requirements and processes.;"Requirements Engineering; analysis modeling (UML/OOA); design engineering; user interface design; prototyping; project presentation.";15
COS732;Project Implementation and Testing 732;1;BScHons Computer Science 3735;None;None;Apply project management concepts (scope, budget, risk).;"Implementation and testing activities within the Software Development Life-cycle; project presentation.";15
COS734;ICT4D;1;BScHons Computer Science 3735;None;None;Understand the role of technology in development.;Information and Communication Technology for Development.;15
COS735;An Introduction to the Internet of Things 735;1;BScHons Computer Science 3735;None;None;Consult Department for outcomes.;Introduction to the Internet of Things 735.;15
COS736;Big Data Engineering 736;1;BScHons Computer Science 3735, BScHons Statistical Science 3737;None;None;Handle and engineer big data sets.;Big Data Engineering 736.;15
COS737;Computer Science 737  Artificial Intelligence ;1;BScHons Computer Science 3735, BScHons Statistical Science 3737;None;None;Apply artificial intelligence concepts and tools.;Artificial Intelligence 737.;15
COS738;Computer Science 738  Cybersecurity ;1;BScHons Computer Science 3735;None;None;Consult Department for outcomes.;"Cryptography/Cryptology; algorithms/protocols; Digital Forensics; Legislation and Governance; Malware; Social Engineering; Ethics.";15
COS739;Computer Science 739  4IR Special Topics ;1;BScHons Computer Science 3735;None;None;Consult Department for outcomes.;4IR Special Topics determined by staff and industrial partners.;15
COS740;Computer Science 740  Cloud Computing ;1;BScHons Computer Science 3735;None;None;Evaluate and use cloud computing infrastructure.;"Cloud deployment/service models; Cloud architectures and protocols; emerging trends; service provisioning.";15
COS741;Computer Science 741  Applied AI ;1;BScHons Computer Science 3735;CSC311, CSC312;None;Use AI concepts to solve practical problems.;"Predictive Categorization (LDA, k-NN); Machine Learning (Regression, Trees, Neural Networks); Text Mining; Generative AI (LLMs); AI Ethics.";15
COS742;Computer Science 742  Immersive Tech ;1;BScHons Computer Science 3735;None;None;Consult Department for outcomes.;"2D/3D asset development; Good practice for immersive systems; optimisation; basic interactive applications; multimedia integration.";15
COS743;Computer Science 743  Adv Immersive Tech ;1;BScHons Computer Science 3735;None;None;Design immersive technology solutions.;"C# implementation; application development suite; mobile applications; AR frameworks.";15
EWP701;Environmental Assessment and Management 701;1;BScHons Environment and Water Science 3780;None;None;Critically review environmental and water legislation.;"Environmental/water law; EIA process (Risk Assessment, Strategic Assessment); specialist studies (biodiversity, hydrogeology); management plans.";20
EWP702;Advanced Geographical Information Systems 702;1;BScHons Environment and Water Science 3780;None;None;Perform advanced GIS data query and spatial analysis.;"ArcGIS, ILWIS; spatial analytics; geocoding; multi-criteria analysis; Terrain analysis; geodatabase management; coordinate systems; metadata.";20
EWP703;Groundwater Hydrology 703;1;BScHons Environment and Water Science 3780;None;None;Describe hydro-geologic systems and water chemistry.;"Groundwater geophysics; hydraulics; modeling with case studies; geochemical processes; transport/remediation; recharge estimation; governance.";20
EWP704;Surface Water Hydrology 704;1;BScHons Environment and Water Science 3780;None;None;Describe surface water hydrology and processes.;"precipitation variation; infiltration; evapotranspiration; runoff formation; river flow measurement; flood analysis; remote sensing; yield estimation.";20
EWP705;Research Project or Internship 705;1;BScHons Environment and Water Science 3780;None;None;Perform supervised research project or internship.;Supervised research project or internship.;30
EWP707;Anthropocene Rivers 707;1;BScHons Environment and Water Science 3780;None;None;Consult Department for outcomes.;"Fluvial geomorphology; river/wetland classification; biogeomorphology; ecological integrity assessment; ecosystem services; degradation and restoration.";20
MAM707;Ordinary Differential Equations 707;1;BScHons Mathematical Science 3736;None;None;Consult Department for outcomes.;Ordinary Differential Equations 707.;15
MAM709;Number Theory 709;1;BScHons Mathematical Science 3736;None;None;Consult Department for outcomes.;Number Theory 709.;15
MAM710;Graph Theory 710;1;BScHons Mathematical Science 3736, BScHons Statistical Science 3737;None;None;Consult Department for outcomes.;Graph Theory 710.;15
MAM717;Partial Differential Equations 717;1;BScHons Mathematical Science 3736;None;None;Consult Department for outcomes.;Partial Differential Equations 717.;15
MAM727;Measure and Integration 727;1;BScHons Mathematical Science 3736;None;None;Use measure theory and carry out mathematical proofs.;Measure and Integration 727.;15
MAM728;Computational Linear Algebra 728;1;BScHons Mathematical Science 3736, BScHons Computational Finance 3739, BScHons Computer Science 3735;None;None;Matrix theory and linear algebra applications.;"Matrix factorizations (LU, QR); Linear equations (Conditioning, Accuracy); Least squares; Eigenvalue problems; Iterative methods (Jacobi, SOR); SVD.";15
MAM731;Mathematical Physics 731;1;BScHons Mathematical Science 3736;None;None;Explain mathematical physics principles.;"Vector/tensor calculus; special functions; Differential geometry; Hamiltonian mechanics; Relativistic quantum; General Relativity; black hole spacetimes.";15
MAM732;Category Theory and Order Theory 732;1;BScHons Mathematical Science 3736;None;None;Consult Department for outcomes.;Category Theory and Order Theory 732.;15
MAM737;Topology 737;1;BScHons Mathematical Science 3736;None;None;Consult Department for outcomes.;Topology 737.;15
MAM738;Functions of a Complex Variable 738;1;BScHons Mathematical Science 3736;None;None;Consult Department for outcomes.;Functions of a Complex Variable 738.;15
MAM739;Group Theory 739;1;BScHons Mathematical Science 3736;None;None;Consult Department for outcomes.;Group Theory 739.;15
MAM747;Coding Theory 747;1;BScHons Mathematical Science 3736, BScHons Computer Science 3735;None;None;Use coding theory to prove mathematical statements.;"Error-detection/correction; encoding/decoding; dual codes; finite fields; Reed-Solomon/Reed-Muller codes; burst errors; interleaving.";15
MAM748;Project 748;1;BScHons Mathematical Science 3736, BScHons Computational Finance 3739;None;None;"Conduct research; analyze and report findings.";Independent research project topic chosen in consultation with the lecturer.;30
MAM757;Rings and Modules 757;1;BScHons Mathematical Science 3736;None;None;Advanced algebra involving Rings and Modules.;Advanced Rings and Modules 757.;15
MAM767;Functional Analysis 767;1;BScHons Mathematical Science 3736;None;None;Consult Department for outcomes.;Functional Analysis 767.;15
MAM777;Numerical Analysis 777;1;BScHons Mathematical Science 3736;None;None;Consult Department for outcomes.;Numerical Analysis 777.;15
MBS701;Specialist Module in Epidemiology 701;1;BScHons Medical Bioscience 3721;None;None;Consult Department for outcomes.;Specialist Module in Epidemiology 701.;10
MBS702;Advanced Technique Studies 702;1;BScHons Medical Bioscience 3721;None;None;Execute advanced technique studies in bioscience.;"Lab calculations/etiquette; Microscopy; ELISA; Bioinformatics; PCR; Western/Dot blots; Chromatography; Cytotoxicity assay.";20
MBS704;Research Project 704;1;BScHons Medical Bioscience 3721;None;None;Complete independent research project.;"project selection/planning; Budget; Protocol writing; execution; data interpretation; writing of scientific report; public lecture.";50
MBS705;Specialist Module in Anatomical Science 705;1;BScHons Medical Bioscience 3721;None;None;Knowledge of anatomical histology and molecular techniques.;"molecular techniques; writing/publishing reports; specialised anatomical dissection sessions.";10
