Module code;Module name;Year Level;Programmes;Pre-requisite;Co-requisite;Learning Outcome;Main Content;Credits
PHC313;Pharmacology and Clinical Pharmacy 313;Year 3;Bachelor of Pharmacy 3305 ;PHC213, PHC223;None;Compulsory Pharmacy module.;Pharmacology and Clinical Pharmacy 313.;15
PHC323;Pharmacology and Clinical Pharmacy 323;Year 3;Bachelor of Pharmacy 3305 ;PHC213, PHC223, PHC313/ (min 40% for PHC313 ;None;Compulsory Pharmacy module.;Pharmacology and Clinical Pharmacy 323.;15
PHC403;Pharmacology and Clinical Pharmacy 403;Year 4;Bachelor of Pharmacy 3305 ;PHC313, PHC323;None;Elective Pharmacy module.;Pharmacology and Clinical Pharmacy 403.;15
PHC405;Pharmacology and Clinical Pharmacy 405;Year 4;Bachelor of Pharmacy 3305 ;PCE331, PCE333, PCH312, PCH322, PHC313, PHC323, PPR314, PPR324;None;Compulsory Pharmacy module.;Pharmacology and Clinical Pharmacy 405.;30
PHC423;Pharmacology and Clinical Pharmacy 423;Year 4;Bachelor of Pharmacy 3305 ;PHC313, PHC323, PPR314, PPR324;None;Refer to School of Pharmacy Home Department.;(Level 4 Pharm focus).;(Check)
PHC424;Global Pharmacy 424;Year 4;Bachelor of Pharmacy 3305 ;Determined by home university;None;Demonstrate cultural competence via communication skills.;Global Pharmacy.;15
PHC425;Rational Medicine Use 425;Year 4;Bachelor of Pharmacy 3305 ;PHC323, PPR324;None;"Discuss rational medicine use; apply quantitative methods; describe evidence based medicine.";(Descriptor covers systems for rational medicine use).;15
PHC426;Paediatrics for Pharmacists 426;Year 4;Bachelor of Pharmacy 3305 ;PHC313, PHC323;None;Compulsory module in Level 4.;Pharmacology and Clinical Pharmacy 426.;15
PHY111;Physics 111;Year 1;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;None;MAT103 or MAT105;Refer to Faculty of Natural Sciences descriptors.;"Work and energy; impulse and momentum; rotational equilibrium.";15
PHY112;Physics 112;Year 1;Bachelor of Pharmacy 3305 ;None;None;"Discuss mechanics, hydrostatics, and electricity; solve qualitative/quantitative problems; lab work.";"Science as way of knowing; vectors; equilibrium; elasticity; hydrostatics; dental/pharmacy apps.";15
PHY116;Physics 116;Year 1;BSc Applied Geology 3214 ,BSc Biotechnology 3211 ,BSc Environment and Water Science 3331 ,BSc Mathematics and Statistical Sciences 3227 ;None;None;"Apply scientific approach; understand technologies via modern physics and thermodynamics.";Physics 116 (N).;15
PHY121;Physics 121;Year 1;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;None;MAT103 or MAT105;"Understand wave phenomena and magnetism; apply concepts of vibrations and waves; work in lab.";"Gravitational forces; satellite motion; work and energy; impulse and momentum.";15
PHY126;Physics 126;Year 1;BSc Applied Geology 3214 ,BSc Biotechnology 3211 ,BSc Environment and Water Science 3331 ,BSc Mathematics and Statistical Sciences 3227 ;None;None;Refer to Faculty of Natural Sciences descriptors.;Physics 126 (N).;15
PHY151;Physics 151 (SF ;Year 1;BSc Applied Geology Extended 3011 ;None;MAM151;Compulsory module in SF Level 1.;Physics 151 (SF).;15
PHY152;Physics 152 (SF ;Year 2;BSc Applied Geology Extended 3011 ;None;None;Compulsory module in SF Level 2.;Physics 152 (SF).;15
PHY212;Physics 212;Year 2;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;PHY111/121 OR PHY151/152;MAT211/104/152;Refer to Faculty of Natural Sciences descriptors.;"Basic computational physics; laboratory experiments.";20
PHY217;Physics 217;Year 2;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Environment and Water Science 3331 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;None;None;Elective module in Level 2.;Physics 217.;20
PHY222;Physics 222;Year 2;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;PHY111/121 OR PHY151/152 AND MAT105/103/152;None;"Solve Classical Mechanics and Electrodynamics problems; utilize mathematical/computer skills.";(Physical science focus).;20
PHY227;Physics 227;Year 2;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Environment and Water Science 3331 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;PHY116/126 OR PHY111/151;None;"Describe environmental energy issues; present on energy supply; do experimental work.";(Environmental physics focus).;20
PHY314;Physics 314;Year 3;BSc Computer Science 3221 ,BSc Physical Science 3233 ;PHY212, PHY222, MAT211, MAT221;None;Refer to Faculty of Natural Sciences descriptors.;"Quantum physics experiments; data analysis; report writing and presentation skills.";30
PHY317;Physics 317;Year 3;BSc Computer Science 3221 ,BSc Physical Science 3233 ;PHY227;None;"Discuss renewable energy sources; evaluate energy issues in SA; do PV systems sizing.";"Renewable fuels; solar cell design; energy technology in SA; lab applications.";30
PHY324;Physics 324;Year 3;BSc Computer Science 3221 ,BSc Physical Science 3233 ;PHY212, PHY222, MAT211, MAT221;None;Apply kinetic theory of gases to matter properties on thermodynamics basis.;(Statistical mechanics focus).;30
PHY327;Physics 327;Year 3;BSc Computer Science 3221 ,BSc Physical Science 3233 ;PHY212/217, MAT105/103/152;None;"Explain physics/math of astronomy ideas; operate telescopes; use computational modelling.";"Spectra analysis; General relativity; astrophysical fluids; communicating ideas.";30
PPR214;Pharmacy Practice 214;Year 2;Bachelor of Pharmacy 3305 ;PHA116, PHC123;None;Compulsory Pharmacy module.;Pharmacy Practice 214.;10
PPR224;Pharmacy Practice 224;Year 2;Bachelor of Pharmacy 3305 ;PCE231, PHC213, PPR214/ (min 40% in each ;PHC223;Compulsory Pharmacy module.;Pharmacy Practice 224.;15
PPR314;Pharmacy Practice 314;Year 3;Bachelor of Pharmacy 3305 ;PPR214, PPR224;None;Compulsory Pharmacy module.;Pharmacy Practice 314.;15
PPR324;Pharmacy Practice 324;Year 3;Bachelor of Pharmacy 3305 ;PPR214, PPR224, PPR314 (min 40% ;None;Explain, interpret, and apply human resources management theories.;Pharmacy Practice 324.;15
PPR404;Pharmacy Practice 404;Year 4;Bachelor of Pharmacy 3305 ;PPR314, PPR324;None;"Understand pharmacoeconomics role; define terminology; apply economic principles.";"Pharmacoeconomic analyses/modelling; health outcomes research; drug development apps.";15
PPR414;Pharmacy Practice 414;Year 4;Bachelor of Pharmacy 3305 ;PPR314, PPR324;None;Refer to School of Pharmacy descriptors.;"Financial management; CPD and professional portfolio; scenario planning.";15
PPR434;Pharmacy Practice 434;Year 4;Bachelor of Pharmacy 3305 ;PPR314, PPR324;None;Refer to School of Pharmacy Home Department.;(Level 4 Pharm focus).;(Check)
STA111;Statistics 111;Year 1;BSc Biodiversity 3217 ,BSc Computer Science 3221 ,BSc Environment and Water Science 3331 ,BSc Mathematics and Statistical Sciences 3227 ;None;None;"Summarize data; do simple statistical analysis; use computer for data analysis.";"Descriptive statistics; linear regression; probability; inferential stats; Chi-Square.";15
STA121;Statistics 121;Year 1;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ;None;STA111/125/151 (or equivalent ;Refer to Faculty of Natural Sciences descriptors.;Statistics 121.;15
STA125;Statistics 125;Year 1;BSc Biodiversity 3217 ,BSc Biotechnology 3211 ,BSc Environment and Water Science 3331 ,BSc Medical Bioscience 3230 ;None;None;Compulsory module in Level 2.;Statistics 125.;15
STA151;Statistics 151 (SF ;Year 1;BSc Biodiversity Extended 3015 ;None;None;Compulsory module in SF Level 2.;Statistics 151 (SF).;15
STA211;Statistics 211;Year 2;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ;MAT105 (or equivalent AND STA111/125/151;None;Refer to Faculty of Natural Sciences descriptors.;"Distribution theory; moments; sampling; reports and graphs.";20
STA221;Statistics 221;Year 2;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ;STA211 (qualified for exam ;None;Elective module in Level 2.;Statistics 221.;20
STA331;Statistics 331;Year 3;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ;STA211, STA221;None;Elective module in Level 3.;Statistics 331.;30
STA332;Statistics 332;Year 3;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ;STA211, STA221;None;"Execute advanced linear models; multivariate regression; execute data analysis via packages.";"Advanced inference; advanced regression analysis; computer output interpretation.";30
STC101;Statistics 101;Year 1; General Science Elective ;None;None;"Show data trends; understand statistical theory (probability, sampling); apply frequency statistics.";"Population and samples; basic concepts; graphing distributions.";15
