Module Code;Module Name;Year Level;Programmes;Pre-requisite;Co-requisite;Learning Outcome;Main Content;Credits
OCT316;OT and Mental Health 316;Level 3;8111;None;None;Manage occupational rehabilitation programs in psychiatric hospitals.;Psychopathology OT, work rehabilitation, psychiatric group work, and therapeutic goals.;15
OCT317;OT and Physical Rehabilitation 317;Level 3;8111;None;None;Design rehabilitation plans for orthopedic and hand injury patients.;Splinting, hand rehabilitation, post-fracture OT, and ergonomic assessments.;15
OCT319;OT and Neurological Conditions 319;Level 3;8111;None;None;Prescribe occupational therapy interventions for adult stroke and TBI patients.;Stroke rehabilitation, cognitive retraining, neurodevelopmental therapy, and ADL training.;15
OCT320;Human Occupation 320;Level 3;8111;MBS214, MBS218;None;Design customized assistive technology and wheelchair adaptations.;Wheelchair seating systems, low-cost assistive technology, and home adaptations.;10
OCT322;OT and Community Development 322;Level 3;8111;None;None;Utilize community-based rehabilitation (CBR) to promote occupational justice.;CBR frameworks, disability advocacy, community projects, and municipal networking.;15
OCT324;OT and Pediatric Conditions 324;Level 3;8111;None;None;Design occupational therapy plans for children with physical disabilities.;Cerebral palsy, spina bifida, sensory integration therapy, and pediatric ADL.;15
OCT330;Introduction to Research Methodology 330;Level 3;8111;None;None;Formulate an ethically sound clinical research proposal in occupational therapy.;Problem statement, literature review, OT research methodology, and ethical clearance.;10
OCT407;Human Occupation 407;Level 4;8111;None;None;Critically analyze occupational justice and occupational deprivation theories.;Occupational apartheid, human rights, occupational science advances, and social advocacy.;10
OCT418;Occupational Therapy 418;Level 4;8111;OCT320, OCT315, OCT319;None;Perform advanced specialized occupational therapy clinical duties.;Specialized hospital placements, clinical instruction, and professional portfolios.;10
OCT429;Advanced Clinical Practice 429;Level 4;8111;None;None;Deliver comprehensive clinical OT services autonomously in healthcare teams.;OT clinic internship, complex pediatric-orthopedic cases, and clinic administration.;25
OCT439;Research (OT) 439;Level 4;8111;None;None;Execute a scientific research study and compile a research report.;Data collection, qualitative and quantitative analysis, and research publication write-up.;25
OCT459;OT and Hand Rehabilitation 459;Level 4;8111;None;None;Design custom static and dynamic orthotic splints for complex hand injuries.;Anatomy of hand, custom splint fabrication, hand assessment, and mobilization.;10
OCT469;OT and Vocational Rehabilitation 469;Level 4;8111;None;None;Evaluate work capacity and manage transitional employment programs.;FCE protocols, functional capacity evaluations, work hardening, and labor legislation.;10
OCT801;Occupational Therapy Master's Thesis 801;Master's;8731;None;None;Formulate a significant novel scientific research thesis in occupational therapy.;Supervised execution of an original MSc OT research thesis.;180
OCT802;Occupational Therapy Master's Thesis 802;Master's;8731;None;None;Defend and publish Master's research thesis.;MSc OT dissertation completion and defense.;9
OCT803;Occupational Therapy Mini-Thesis 803;Master's;8731;None;None;Execute occupational therapy research of a limited scope and compile a mini-thesis.;Independent mini-thesis research and report writing.;120
OCT804;Occupational Therapy Mini-Thesis 804;Master's;8731;None;None;Defend and finalize Master's mini-thesis.;Mini-thesis completion and submission.;9
OCT901;Occupational Therapy Doctoral Thesis 901;Doctoral;8950;None;None;Formulate original occupational science and therapy theories.;Supervised execution of an original doctoral dissertation in Occupational Therapy.;360
OCT902;Occupational Therapy Doctoral Thesis 902;Doctoral;8950;None;None;Defend and publish doctoral research.;PhD OT dissertation completion, defense, and publications.;10
PCL210;Pharmacology 210;Level 2;8334, 8324, 8354, 8344;None;None;Explain pharmacokinetic and pharmacodynamic principles of major drug classes.;Absorption, distribution, metabolism, excretion, receptor interactions, and toxicity.;20
PCL315;Pharmacology 315;Level 3;8334, 8324, 8354, 8344;PCL210;None;Formulate potential drug-herb and drug-nutrient interactions.;Metabolic enzyme inhibition, synergistic toxicity, and therapeutic monitoring.;10
PCL410;Pharmacology 410;Level 4;8334, 8324, 8354, 8344;PCL315;None;Evaluate pharmacological drug treatments for systemic metabolic pathology.;Cardiovascular, respiratory, neurological, and endocrine drugs.;10
PHT100;Physiotherapy Techniques I 100;Level 1;8211;None;None;Perform basic massage, palpation, and soft tissue mobilization techniques.;History of massage, soft tissue anatomy, biomechanics, and clinical skills.;10
PHT110;Physiotherapy Clinical Practice 110;Level 2;8211;PHT111, PHT200, PHT100, HUB117, HUB127, HDP122;None;Perform introductory clinical evaluations in orthopedic ward settings.;Cardiopulmonary, musculoskeletal clinic rotations, and patient clinical logs.;15
PHT111;Analysis of Posture and Movement and Kinetic Handling 111;Level 1;8211;None;None;Analyze normal human posture, gait, and apply safe kinetic handling.;Anatomy of posture, gait cycles, ergonomic lifts, and patient transfers.;15
PHT200;Exercise to Promote Health 200;Level 1/2;8211;None;None;Design safe aerobic and strengthening exercise programs for health promotion.;Principles of exercise, fitness testing, core stabilization, and group exercise.;10
PHT212;Applied Physiotherapy A 212;Level 2;8211;PHT111, PHT200, PHT100, HUB117, HUB127;None;Prescribe clinical exercises for peripheral joint pathologies.;Joint range of motion, muscle testing, manual therapy, and corrective exercise.;10
PHT221;Applied Physiotherapy B 221;Level 2;8211;PHT111, PHT200, PHT100, HUB117, HUB127;None;Apply electrotherapy modalities (ultrasound, TENS, laser) safely.;Therapeutic currents, heat, light therapy, indications, and contraindications.;10
PHT245;Movement Science 245;Level 2;8211;PHT111, PHT200, PHT100, HUB117, HUB127;None;Apply motor learning and neural plasticity models to physical rehabilitation.;Motor learning theories, reflex integration, and neurological rehabilitation basics.;15
PHT310;Community Based Rehabilitation 310;Level 3;8211;HDP122;None;Utilize community-based rehabilitation (CBR) to promote physical health.;CBR models, disability advocacy, municipal partnerships, and community mobility.;10
PHT311;Physiotherapy Techniques 311;Level 3;8211;MBS217, MBS218, PHT212, PHT221, PHT245;None;Diagnose and manage respiratory, cardiovascular, and surgical conditions.;ICU chest physiotherapy, cardiopulmonary rehab, surgical pre- and post-op care.;20
PHT314;Physiotherapy Techniques 314;Level 2/3;8211;PHT111, PHT200, PHT100, HUB117, HUB127;None;Apply manual therapy and peripheral mobilization techniques.;Maitland and Mulligan mobilization, soft tissue techniques, and clinical cases.;15
PHT316;Physiotherapy Musculoskeletal II 316;Level 3;8211;None;None;Diagnose and treat spinal joint pathologies and low back pain.;Cervical, thoracic, lumbar spine mobilization, McKenzie method, and spinal stability.;15
PHT317;Introduction to Research Methodology 317;Level 3;8211;None;None;Formulate an ethically sound clinical research proposal in physiotherapy.;Problem statement, literature review, PT research methodology, and ethical clearance.;10
PHT318;Physiotherapy Pediatrics 318;Level 3;8211;None;None;Design physical rehabilitation plans for children with physical disabilities.;Cerebral palsy, pediatric orthopedics, developmental milestones, and pediatric exercise.;15
PHT319;Physiotherapy Neurology II 319;Level 3;8211;None;None;Prescribe physiotherapy interventions for adult stroke and TBI patients.;Bobath concept, balance training, gait rehabilitation, and neuroplasticity.;15
PHT401;Physiotherapy Clinical Practice II 401;Level 4;8211;None;None;Manage acute care, ICU, and orthopedic clinical cases autonomously.;ICU placement, cardiopulmonary rehabilitation, and surgical ward logs.;20
PHT402;Physiotherapy Clinical Practice III 402;Level 4;8211;None;None;Manage complex musculoskeletal, hand, and sports physiotherapy cases.;Sports injury clinics, hand rehabilitation, and orthopedic surgery rehab.;20
PHT403;Physiotherapy Clinical Practice IV 403;Level 4;8211;None;None;Manage complex pediatric and adult neurological clinical cases.;Neurological wards, pediatric rehab clinics, and neurological rehab logs.;20
PHT404;Research Project (PT) 404;Level 4;8211;None;None;Execute a scientific research study and compile a research report.;Data collection, qualitative and quantitative analysis, and final dissertation report.;10
PHT405;Ethics and Practice Management 405;Level 4;8211;None;None;Examine HPCSA guidelines, practice management, and professional liability.;Physiotherapy business model, HPCSA ethics, professional negligence, and records.;15
PHT801;Physiotherapy Master's Thesis 801;Master's;8751;None;None;Execute independent research on an original physical rehabilitation topic.;Supervised execution of an original Master's thesis.;180
PHT802;Physiotherapy Master's Thesis 802;Master's;8751;None;None;Defend and publish physiotherapy research.;MSc PT dissertation completion and defense.;9
PHT803;Physiotherapy Master's Mini-Thesis 803;Master's;8751;None;None;Execute physiotherapy research of a limited scope and compile a mini-thesis.;Independent mini-thesis research and report.;120
PHT804;Physiotherapy Master's Mini-Thesis 804;Master's;8751;None;None;Defend and finalize Master's mini-thesis.;Mini-thesis completion and submission.;9
PHT901;Physiotherapy Doctoral Thesis 901;Doctoral;8950;None;None;Formulate original physical rehabilitation and physiotherapy science theories.;Supervised execution of an original doctoral dissertation in Physiotherapy.;360
PHT902;Physiotherapy Doctoral Thesis 902;Doctoral;8950;None;None;Defend and publish doctoral research.;PhD PT dissertation completion, defense, and publications.;10
PSE319;Physiology 319;Level 3;8334, 8324, 8354, 8344;MBS231, MBS232;None;Analyze endocrine and reproductive homeostatic feedback loops.;Hormone synthesis, target organ responses, and clinical endocrine pathology.;10
PSE329;Physiology 329;Level 3;8334, 8324, 8354, 8344;MBS231, MBS232;None;Analyze renal and acid-base physiological regulatory mechanisms.;Glomerular filtration, tubular reabsorption, countercurrent system, and acid-base buffers.;10
PSY111;Introduction to Psychology 111;Level 1;2101, 3230, 8411, 8313, 7162;None;None;Demonstrate an informed understanding of cognitive, social, and developmental psychology.;Historical perspectives, biological basis of behavior, memory, learning, and developmental stages.;8
PSY112;Brain and Behaviour 112;Level 1;2101, 3230, 8411, 8313, 7162;None;None;Explain the neurobiological, sensory, and perceptual systems underlying human behavior.;Structure of the nervous system, neural transmission, sensory systems, and perception.;8
PSY121;Psychology of Child Development 121;Level 1;2101, 3230, 8411, 8313, 4401;None;None;Analyze physical, cognitive, and psychosocial development from prenatal to middle childhood.;Prenatal development, infancy, early/middle childhood, attachment, and developmental theories.;8
PSY123;Introduction to Research Methods 123;Level 1;2101, 3230, 8411, 8313, 4401;None;None;Apply basic qualitative and quantitative research designs and identify ethical protocols.;Research process, sampling, surveys, interviews, observation, and ethics.;8
PSY211;Study of Human Development 211;Level 2;2101, 3230, 8411, 4401;PSY111, PSY121;None;Analyze adolescent, adult, and late adult development from systemic perspectives.;Lifespan development, identity formation, career transitions, aging, and bereavement.;10
PSY213;Research Methods in Psychology 213;Level 2;2101, 3230;PSY123;None;Formulate quantitative survey instruments and perform basic descriptive statistics.;Survey design, data management, sampling error, correlation, and t-tests.;10
PSY214;Introduction to Psychological Interventions 214;Level 2;2101, 3230, 8411;PSY111;None;Apply basic counselor communication skills and identify therapeutic boundaries.;Empathy building, active listening, intake interviewing, and ethical guidelines.;10
PSY221;Social Psychology 221;Level 2;2101, 3230;None;None;Critically analyze social influence, group dynamics, attitudes, and prejudice.;Social cognition, attributions, conformity, stereotyping, and prosocial behavior.;10
PSY223;Community Psychology 223;Level 2;2101, 3230, 4401, 8411;None;None;Utilize ecological frameworks to analyze mental health in community contexts.;Ecological model, social justice, empowerment, and community-based interventions.;5
PSY224;Health Psychology 224;Level 2;2101, 3230, 4401, 8411;PSY223;None;Design behavioral health promotion interventions using bio-psychosocial models.;Stress and coping, chronic disease management, pain, and health behavior change.;5
PSY311;Abnormal Psychology 311;Level 3;2101, 3230;PSY211;None;Analyze the clinical etiology, diagnostic criteria, and treatments of major disorders.;Schizophrenia, mood disorders, anxiety, personality disorders, and DSM-5 guidelines.;15
PSY312;Research Methods 312;Level 3;2101, 3230;PSY213;None;Conduct qualitative thematic analysis and write a research report.;Qualitative designs, phenomenological analysis, ATLAS.ti training, and ethics.;15
PSY321;Therapeutic Interventions 321;Level 3;2101, 3230;PSY214;None;Critically evaluate psychodynamic, behavioral, and person-centered therapies.;Psychoanalysis, CBT, humanistic therapies, family therapy, and counseling case studies.;15
PSY322;Psychological Assessment 322;Level 3;2101, 3230;None;None;Critically evaluate psychometric reliability and validity of standardized tests.;Test construction, intelligence testing, personality assessments, and clinical ethics.;15
PSY701;Advanced Research Project 701;Honours;8013, 8051;None;None;Execute an empirical psychological research study and compile a thesis.;Independent research design, data collection, statistics, and thesis report.;30
PSY703;Theories of Personality 703;Honours;8013, 8051;None;None;Critically evaluate classical and post-modern theories of personality.;Freud, Jung, Rogers, social-cognitive, and existential theories of personality.;15
PSY704;Psychopathology 704;Honours;8013, 8051;None;None;Formulate clinical diagnoses using DSM-5 classification systems.;Differential diagnostics, etiology, pharmacology treatments, and case management.;15
PSY705;Research Methods in Psychology 705;Honours;8013, 8051;None;None;Apply multivariate statistical modeling and qualitative methodologies.;Multiple regression, ANOVA, qualitative coding, and ethics board clearance.;15
PSY707;Psychological Assessment 707;Honours;8013, 8051;None;None;Administer and interpret standardized cognitive and personality tests.;Psychometrics, cognitive profiling, clinical report writing, and HPCSA ethics.;15
PSY708;Community Psychology 708;Honours;8013, 8051;None;None;Design and evaluate community-based mental health interventions.;Empowerment paradigms, social change, program evaluation, and advocacy.;20
PSY709;Counseling and Therapy 709;Honours;8013, 8051;None;None;Perform individual and group counseling techniques under supervision.;Counseling models, therapeutic relationship, crisis counseling, and skills lab.;20
PSY801;Psychology Master's Thesis 801;Master's;8821;None;None;Execute independent research on a behavioral psychology topic.;Supervised execution of an original Master's thesis.;180
PSY802;Psychology Master's Thesis 802;Master's;8821;None;None;Defend and publish psychological research.;MA Psych dissertation completion and defense.;9
PSY817;Research Methodology 817;Master's;8821;None;None;Formulate advanced research designs and data analysis matrices.;Mixed methods, advanced qualitative and quantitative analysis, and research proposal.;15
PSY819;Therapeutic Interventions 819;Master's;8821;None;None;Apply evidence-based therapies in clinical psychiatric settings.;Advanced CBT, family systems therapy, psychodynamic interventions, and clinical cases.;15
PSY833;Psychological Assessment 833;Master's;8821;None;None;Conduct comprehensive diagnostic psychological assessments.;Neuropsychological testing, projective tests, forensic assessments, and clinical reporting.;15
PSY840;Advanced Social Psychology 840;Master's;8821;None;None;Critically analyze social identity, group conflict, and intergroup relations.;Social identity theory, prejudice reduction, group decision making, and social change.;15
PSY848;Neuropsychology 848;Master's;8821;None;None;Analyze neuroanatomical correlates of cognitive and behavioral deficits.;Cortical structures, brain injury, localized functions, and neuropsychological rehab.;15
PSY849;Community Mental Health 849;Master's;8821;None;None;Formulate national mental health policies and district-level programs.;Deinstitutionalization, community mental health clinics, policy change, and advocacy.;15
PSY850;Advanced Developmental Psychology 850;Master's;2801;None;None;Analyze lifespan development from systemic and attachment perspectives.;Attachment across lifespan, resilience, trauma impacts, and adult development.;15
PSY851;Advanced Research Project 851;Master's;2801;None;None;Conduct independent research and write a mini-thesis on psychological topic.;Research proposal, data analysis, and master-level mini-thesis write-up.;60
PSY852;Ethics in Psychology 852;Master's;2801, 8851;None;None;Resolve complex ethical and legal disputes in professional psychological practice.;HPCSA ethical guidelines, mental health law, patient confidentiality, and liability.;15
PSY901;Psychology Doctoral Thesis 901;Doctoral;8950;None;None;Formulate a significant novel contribution to psychological science through doctoral research.;Supervised execution of an original doctoral dissertation in Psychology.;360
PSY902;Psychology Doctoral Thesis 902;Doctoral;8950;None;None;Defend and publish doctoral research.;PhD Psych dissertation completion, public defense, and publication.;10
RMT502;Introduction to Research Methodology 502;Level 4;8334, 8324, 8354, 8344;None;None;Formulate an ethically sound scientific research proposal.;Problem statement, literature review, methodology, and ethical clearance forms.;10
RPC401;Research Project for Complementary Health Sciences 401;Level 4;8334, 8324, 8354, 8344;RMT502;None;Execute a scientific research study and present a thesis dissertation.;Supervised research, data collection, statistics, and dissertation report.;20
SCF701;Research Project 701;Honours;8841;None;None;Execute a community needs assessment and write a research report.;Research formulation, data gathering, statistical reporting, and project proposal.;30
SCF702;Classical and Contemporary Theories about the Family 702;Honours;8841;None;None;Critically analyze structural-functional, feminist, and systems family theories.;Family definitions, family cycles, diversity, and theoretical paradigms.;10
SCF705;Family and Households 705;Honours;8841;None;None;Analyze historical and demographic transitions in Southern African families.;Household structures, migration, single-parent homes, and kin support networks.;10
SCF706;Constructions of Children and Childhood 706;Honours;8841;None;None;Critically evaluate sociological and historical constructions of childhood.;Child development theories, cultural differences in parenting, and child agency.;10
SCF707;Policies and Programmes for Families in Poverty 707;Honours;8841;None;None;Evaluate national poverty-alleviation and social assistance programs.;Grants, food security programs, NGO interventions, and municipal policy.;20
SCF708;Child Protection 708;Honours;8841;None;None;Apply child protection protocols and legal frameworks in social welfare.;Child abuse indicators, statutory removal, Child Justice Act, and NGO guidelines.;20
SCF709;Children’s Rights, Family and Society 709;Honours;8841;None;None;Analyze children's rights under the UNCRC and African Charter.;Child law, child representation, human rights, and social justice.;20
SCF710;Youth in Urban Society 710;Honours;8841;None;None;Design youth-development programs addressing urban risks.;Substance abuse, gang involvement, youth unemployment, and empowerment strategies.;20
SCF711;Parent and Child Interaction 711;Honours;8841;None;None;Apply positive parenting paradigms and evaluate parent training manuals.;Attachment theory, disciplining methods, parenting programs, and diagnostic audits.;20
SCF712;Applied Research 712;Honours;8841;None;None;Formulate qualitative and quantitative tools for family research.;Needs assessment, surveys, focus groups, and research report writing.;20
SCF713;Substance Abuse in the Family 713;Honours;8841;None;None;Design family-centered substance abuse support programs.;Etiology of addiction, codependency, systemic interventions, and counseling.;20
SCF714;Family Wellbeing Programme 714;Honours;8841;None;None;Prescribe clinical family wellness and stress management programs.;Wellness auditing, family counseling, lifestyle management, and conflict resolution.;20
SCF715;ECD: Policy and Frameworks 715;Honours;8841;None;None;Critically evaluate national early childhood development policy frameworks.;ECD policies, government registration guidelines, funding, and curriculum.;10
SCF716;ECD: Childcare and Wellbeing 716;Honours;8841;None;None;Design psychosocial support guidelines for early childhood environments.;Nutritional policies, developmental milestones, basic first aid, and child wellness.;20
SCF717;ECD: Governance 717;Honours;8841;None;None;Formulate governance, infrastructure, and capacity-building plans for ECD centers.;ECD logistics, financial accountability, staff mentoring, and quality audits.;20
SCW010;Contextualising the Field of Social Work 010;Level 1;8560;None;SCW113;Identify historical milestones and primary services of the social work profession.;Historical evolution of social work, welfare paradigms, and non-profit settings.;10
SCW011;Contextualising Social Welfare Policy 011;Level 1;8560;None;SCW124;Identify key legislative and policy structures in the SA welfare system.;White Paper for Social Welfare, constitution, developmental welfare, and social grants.;10
SCW012;Contextualising Social Work Processes 012;Level 2;8560;None;None;Define basic developmental social work models and micro-level processes.;Intake process, communication skills, relationship building, and problem-solving.;10
SCW013;Contextualising Professional Social Work Values and Ethics 013;Level 2;8560;None;None;Apply basic ethical codes and values to scenarios in developmental settings.;SACPVP ethical code, human rights, confidentiality, and professional boundaries.;10
SCW101;Introduction to Fieldwork Education 101;Level 1/2;8411;None;SCW125;Conduct basic administrative and observational tasks in developmental communities.;Agency visits, reflective journaling, administrative filing, and basic interviewing.;15
SCW113;Introduction to The Field of Social Work 113;Level 1;8411;None;SCW101;Describe core concepts of developmental social work and child/family well-being.;Developmental social work, child protection services, poverty alleviation, and youth programs.;10
SCW124;Introduction to Social Policy and Social Welfare 124;Level 1;8411;None;SCW101;Examine national social welfare policy frameworks and structural poverty in SA.;Social security system, housing, land reform, and community-based developmental plans.;10
SCW125;Social Work Process, Values, Ethics 125;Level 1/2;8411;None;SCW101;Apply fundamental counseling and problem-solving frameworks.;Person-centered approach, intake process, and ethical code of BSW profession.;10
SCW201;Basic Fieldwork Education 201;Level 2/3;8411;SCW113, SCW125, SCW101, SCW124;None;Execute micro and mezzo level interventions in local community agencies.;Practical fieldwork counseling, group facilitation, report writing, and weekly supervision.;30
SCW212;The Social Work Process at Micro Level 212;Level 2/3;8411;SCW113, SCW125, SCW101, SCW124;SCW201;Apply developmental counseling methods and intake processes to individual cases.;Assessment, contracting, intervention planning, termination, and clinical reporting.;10
SCW213;The Social Work Process at Mezzo Level 213;Level 2/3;8411;SCW113, SCW125, SCW101, SCW124;SCW201;Apply group work models and process dynamics to clinical support groups.;Group developmental stages, group leadership, session planning, and therapeutic tools.;10
SCW214;The Social Work Process at Macro Level 214;Level 2/3;8411;SCW124, SCW113;SCW201;Design community-level needs assessments and sustainable projects.;Community development models, community profiling, networking, and project designs.;10
SCW224;Social Work Values and Ethics 224;Level 2/3;8411;SCW113, SCW125, SCW101, SCW124;SCW201;Critically analyze ethical dilemmas using the statutory council frameworks.;SACSSP guidelines, professional misconduct, ethical decision-making, and human rights.;10
SCW301;Intermediate Fieldwork Education 301;Level 3/4;8411;SCW201;None;Execute comprehensive micro, mezzo, and macro interventions.;Direct BSW practice, case management, statutory report compilation, and supervision.;30
SCW307;Research Methodology 307;Level 3/4;8411;None;None;Formulate an ethically sound developmental social research proposal.;Problem statement, literature review, qualitative/quantitative designs, and BSW ethics.;20
SCW312;Child and Youth Well-being 312;Level 3;8411;SCW214, SCW213, SCW212, SCW201, SCW224;SCW301;Apply national child protection acts and design youth well-being plans.;Children's Act, statutory child removal, foster care, and adolescent development.;10
SCW313;Intervention: Family Well-being 313;Level 3;8411;SCW214, SCW213, SCW212, SCW201;SCW301;Apply family systems theories and clinical family counseling techniques.;Genograms, clinical family assessment, marriage counseling, and family therapy.;10
SCW314;Intervention: Health and Well-being 314;Level 3;8411;SCW214, SCW213, SCW212, SCW201, SCW224;SCW301;Apply medical social work models and HIV/AIDS support protocols.;Palliative care, hospital social work, patient counseling, and medical team roles.;10
SCW315;Intervention: Mental Health 315;Level 3;8411;SCW214, SCW213, SCW212, SCW201, SCW224;SCW301;Apply psychiatric social work interventions to psychiatric diagnoses.;DSM-5 social work diagnosis, clinical intervention plans, and multi-disciplinary teams.;10
SCW401;Advanced Fieldwork Education 401;Level 4/5;8411;SCW301;SCW413, SCW415, SCW412, SCW408, SCW407;Perform statutory and developmental social work duties autonomously.;Statutory child removals, court representation, project management, and final portfolio.;60
SCW407;Advanced Micro Intervention 407;Level 4;8411;None;None;Apply advanced therapeutic models to complex clinical individual cases.;Solution-focused therapy, cognitive behavioral therapy, trauma de-escalation, and crisis.;10
SCW408;Advanced Mezzo Intervention 408;Level 4;8411;None;None;Design and facilitate therapeutic support groups for traumatized populations.;Therapeutic group work, specialized interventions, group conflict management, and evaluation.;10
SCW412;Advanced Social Work Ethics 412;Level 4/5;8411;SCW315, SCW314, SCW312, SCW313, SCW301, SCW307;SCW401;Resolve complex professional and human rights ethical dilemmas.;Statutory regulations, professional liability, and ethics of care in BSW.;10
SCW413;Advanced Social Policy and Planning 413;Level 4/5;8411;SCW315, SCW314, SCW312, SCW313, SCW301, SCW307;SCW401;Critically analyze international social policy models and compile planning reports.;Comparative welfare systems, policy drafting, budget advocacy, and strategic planning.;10
SCW415;Advanced Macro Intervention 415;Level 4;8411;None;None;Design and manage large-scale sustainable community development programs.;Strategic community organizing, advocacy, fundraising, logical frameworks, and M&E.;10
SCW801;Social Work Master Thesis 801;Master's;8811;SCF812, SCF813;None;Formulate a significant novel scientific research thesis in social work.;Supervised execution of an original MSW research thesis.;180
SCW802;Social Work Master Thesis 802;Master's;8811;SCF812, SCF813;None;Defend and publish Master's research thesis.;MSW dissertation completion and defense.;9
SCW901;Social Work Doctoral Thesis 901;Doctoral;8950;None;None;Formulate original social work theories to guide national policy and practice.;Supervised execution of an original doctoral dissertation in Social Work.;360
SCW902;Social Work Doctoral Thesis 902;Doctoral;8950;None;None;Defend and publish doctoral research.;PhD SW dissertation completion, defense, and publications.;10
SDP711;Sport, Development and Peace 711;Postgrad Dip;8020;None;None;Understand the foundational concepts of the sport for development and peace movement.;Theoretical frameworks, historical development, UN policies, and social integration models.;20
SDP712;Policy Implementation and Evaluation in Sport and Development 712;Postgrad Dip;8020;None;None;Critically evaluate the implementation and monitoring of sport for development policies.;Policy planning, national frameworks, M&E logic models, and indicators of social impact.;20
SDP714;Leadership, Culture and Diversity 714;Postgrad Dip;8020;None;None;Apply inclusive leadership models in multi-cultural and diverse sport environments.;Intercultural communication, inclusive leadership, team building, and conflict management.;20
SDP715;Research Methods in the Development Context 715;Postgrad Dip;8020;None;None;Conduct basic empirical research and program evaluations in community settings.;Needs assessment, survey design, basic statistics, qualitative interviews, and report writing.;20
SDP718;Introduction to Economics and Public Sector Finance Management 718;Postgrad Dip;8020;None;None;Apply public financial management principles to non-profit and sport organizations.;Public sector finance, budgeting, financial reporting, accountability, and fundraising models.;20
SDP719;Health and Development 719;Postgrad Dip;8020;None;None;Design physical activity programs addressing community-level public health challenges.;NCD prevention, mental health, physical literacy, and health promotion strategies in SRES.;20
SPH730;Introducing Public Health: Its Basis and Scope 730;Postgrad Dip;8846, 8030;None;None;Define and apply key concepts of health determinants, epidemiology, and health systems.;Health determinants, burden of disease, primary health care, and social justice.;20
SPH731;Descriptive Epidemiology 731;Postgrad Dip;8846, 8030;None;None;Analyze patterns of disease distribution and calculate basic epidemiological measures.;Disease frequency measures, study designs, bias, confounding, and surveillance systems.;20
SPH732;Population Health and Development 732;Postgrad Dip;8846, 8030;None;None;Conduct a local situational analysis of health and development determinants.;Demography, environmental health, globalization, urbanization, and sustainable development.;20
SPH733;Health Promotion for Public Health 733;Postgrad Dip;8846;None;None;Design an evidence-based health promotion strategy addressing community health priorities.;Ottawa charter, health education, social marketing, and behavior change models.;20
SPH734;Monitoring and Evaluation for Health Services Improvement 734;Postgrad Dip;8846;None;None;Develop monitoring and evaluation frameworks for local health service programs.;Logical frameworks, performance indicators, data collection systems, and quality assurance.;20
SPH735;Management Strategies for Public Health 735;Postgrad Dip;8846;None;None;Apply management and leadership principles to improve public health service delivery.;Strategic planning, human resource management, financial administration, and conflict resolution.;20
SPH803;MPH Mini-Thesis 803;Master's;8801;None;None;Execute independent research on a public health topic and write a mini-thesis.;Research design, data collection, analytical techniques, and mini-thesis report.;60
SPH804;MPH Mini-Thesis 804;Master's;8801;None;None;Defend and finalize Master's mini-thesis.;Public thesis defense and scientific article preparation.;9
SPH805;MPH Full Thesis 805;Master's;8801;None;None;Formulate a significant scientific research project on an original public health topic.;Independent full-thesis research, data analysis, and major dissertation write-up.;180
SPH806;MPH Full Thesis 806;Master's;8801;None;None;Defend and finalize Master's full research thesis.;Academic defense and research publication preparation.;9
SPH850;Evidence-based Human Resource Planning 850;Master's;8801;None;None;Apply quantitative models and evidence-based planning for health workforce development.;Workforce indicators, staffing models, retention strategies, and education policy.;15
SPH851;Understanding and Analysing Health Policy 851;Master's;8801, 5881;None;None;Critically analyze health policy processes, policy actors, and implementation barriers.;Policy cycle, stakeholder analysis, policy analysis frameworks, and governance.;15
SPH855;Population Health and Development 855;Master's;8801, 5881;None;None;Synthesize development theories and population health metrics to guide PHC programs.;SDGs, primary health care approach, health inequities, and environmental epidemiology.;15
SPH856;Measuring of Health and Disease 856;Master's;8801, 5881;None;None;Formulate intermediate epidemiological studies and interpret advanced statistical models.;Cohort and case-control designs, clinical trials, regression models, and data validation.;15
SPH857;Management Strategies 857;Master's;8801, 5881;None;None;Formulate strategic plans and management interventions for public health services.;Financial management, human resource development, health economics, and supply chain.;15
SPH859;Health Promotion for Public Health 859;Master's;8801;None;None;Formulate multi-sectoral health promotion policies targeting vulnerable populations.;Health advocacy, media advocacy, intersectoral collaboration, and social marketing.;15
SPH860;Qualitative Research Methods 860;Master's;8801;SPH862;None;Analyze qualitative public health data using robust thematic and grounded theories.;Thematic analysis, phenomenology, triangulation, ATLAS.ti training, and ethics.;15
SPH861;Quantitative Research Methods 861;Master's;8801;SPH856;None;Perform advanced data management and statistical modeling using SPSS.;Data cleaning, multiple regression, logistic regression, ANOVA, and survival analysis.;15
SPH862;Public Health Research 862;Master's;8801, 5881;SPH856;None;Formulate a comprehensive, ethically sound public health research proposal.;Problem statement, conceptual frameworks, methodology selection, and ethics review board.;15
SPH863;Alcohol Problems: A Health Promotion Approach 863;Master's;8801;None;None;Critically evaluate evidence-based interventions for the prevention of alcohol abuse.;Epidemiology of alcohol use, policy taxation, physical availability, and community action.;15
SPH864;Micronutrient Malnutrition 864;Master's;8801;None;None;Evaluate the clinical etiology and public health interventions for micronutrient deficiencies.;Vitamin A, iron, iodine deficiencies, fortification, supplementation, and food security.;15
SPH866;Monitoring and Evaluation in Health and Development Programming 866;Master's;8801, 5881;None;None;Evaluate multi-level national monitoring and evaluation systems for health programs.;Logic models, theory of change, data quality auditing, and impact evaluations.;15
