Module Code;Module Name;Year Level;Programmes;Pre-requisite;Co-requisite;Learning Outcome;Main Content;Credits
BED709;Counselling Practice 709;Honours;4117, 4118;BED710;BED747, BED712, BED749, BED737, BED756, BED715, BED742;Demonstrate clinical competence in school-based counselling interventions under professional supervision.;"Counselling practicum; peer role-plays; school case files; ethical decision-making; therapeutic techniques; counselor reflexivity.";15
BED710;Counselling Theory 710;Honours;4117, 4118;None;BED747, BED712, BED749, BED737, BED709, BED756, BED715, BED742;Describe and compare various counselling theories relevant to the South African school context.;"What is counselling; theoretical approaches; South African context; ethical issues; counselor as a person and professional.";15
BED711;Curriculum and Pedagogy 711;Honours;4115, 4116, 4652;None;None;Locate curriculum and pedagogy in a broader social context and explain basic orientations to curriculum.;Curriculum orientations (cognitive development, personal relevance, academic rationalism, social adaptations, curriculum as technology).;15
BED712;Development and Learning 712;Honours;4115, 4116, 4117, 4118, 4652;None;BED747, BED749, BED710, BED737, BED709, BED756, BED715, BED742;Explain the concept of holistic development and apply the educational implications of various theories of learning.;"Holistic development; child development debates; developmental theories; cognitive, behavioral and social perspectives.";15
BED716;Educational Management and Leadership 716;Honours;4115, 4116, 4652;None;None;Use the theoretical frameworks and conceptual tools of educational leadership to understand schooling in South Africa.;"Management and leadership theory; school organizational structures; policy implementation; debates on educational leadership in SA.";15
BED718;Mathematics Education 718;Honours;4115, 4116;None;None;Analyse cognitive development and learning theories specific to mathematics learning.;"Learning theories in math; constructivism; socio-cultural perspectives; cognitive bottlenecks; developmental pathways.";15
BED719;Mathematics Education 719;Honours;4115, 4116;None;None;Apply instructional theories and curriculum design principles to school mathematics programs.;"Curriculum models in mathematics; designing mathematical tasks; technology in mathematics education; assessment frameworks.";15
BED724;Science Education 724;Honours;4115, 4116;None;None;Analyse theoretical models and current trends in science learning and scientific inquiry.;"Cognitive and metacognitive aspects of science education; scientific inquiry models; Indigenous Knowledge Systems (IKS) in science.";15
BED725;Science Education 725;Honours;4115, 4116;BED724;None;Design and evaluate integrated science learning environments and curricula.;"Science curriculum reforms (C2005, CAPS, Science for All); assessment standards; learning environment impacts; multicultural science classrooms.";15
BED726;Sociolinguistics in Education 726;Honours;4115, 4116;BED724;None;Analyse the linguistic diversity of South African classrooms and its impact on teaching and learning.;"Language variation; dialectology; bilingualism and multilingualism; language-in-education policy; classroom codeswitching.";15
BED731;Science Education 731;Honours;4115, 4116;BED724, BED725;None;Formulate pedagogical content knowledge (PCK) frameworks for advanced science disciplines.;"PCK theories; conceptual change models; misconceptions in chemistry/physics; inquiry-based lesson designs; science laboratory management.";15
BED732;Science Education 732;Honours;4115, 4116;BED724, BED725, BED731;None;Demonstrate an understanding of the basic nature of research in science education and report writing.;"Research design in science education; qualitative/quantitative methodologies; instrumentation; data analysis; scientific report writing.";15
BED737;Special Needs and Support Services 737;Honours;4117, 4118, 4652;None;BED747, BED712, BED749, BED709, BED756, BED715, BED710, BED742;Critically analyse the South African support services and explain models underpinning inclusive education.;"Support services pre/post-apartheid; learning support models; special needs and inclusive policy debates; specialized vs. inclusive practices.";15
BED739;Lifeskills and Health Education 739;Honours;4117, 4118, 4652;None;BED747, BED712, BED749, BED737, BED709, BED750, BED742;Develop a school-based programme to promote health and well-being, transforming youth-at-risk.;"Health promoting schools framework; care and support for learners/educators; youth-at-risk vs. resilience; sexuality and HIV/AIDS education.";15
BED740;South African Education 740;Honours;4117, 4118, 4652;None;BED747, BED712, BED749, BED709, BED756, BED715, BED710, BED742;Develop an understanding of education policy and the manner in which it reflects and shapes history.;"History-sociology of education (colonial and apartheid); policy development in South Africa post-1994.";15
BED742;Research Project B (Comparative Education) 742;Honours;4115, 4116;None;None;Design and execute comparative studies on international education systems and policies.;"Methodologies of comparative studies; cross-national analysis; policy transfer; educational output indicators; report writing.";15
BED747;Introduction to Educational Research 747;Honours;4117, 4118, 4652;None;None;Develop appropriate research questions and select research designs, review literature and identify data collection methods.;"Research questions and design; literature review; data collection methods; ethical issues; research proposal structure in Educational Psychology.";15
BED748;Enabling Educational Change and Innovation 748;Honours;4115, 4116, 4652;None;None;Analyse and apply systems-level theories of innovation and educational change management.;"School reform models; resistance to change; principal as instructional leader; learning organizations; implementing policy shifts.";15
BED749;Psycho-Educational Assessment 749;Honours;4117, 4118;None;BED747, BED712, BED710, BED737, BED709, BED750, BED715, BED742;Perform standardized psychological and educational assessments of learning difficulties in school-aged children.;"Diagnostic testing; psychometric instruments; continuous assessment; cognitive, emotional and developmental screening.";15
BED752;Adolescent Literature 752;Honours;4115, 4116;None;None;Critically evaluate and select adolescent literature for multilingual classroom enrichment.;"Adolescent reading profiles; genre analysis; selecting text for diverse learners; identity and representation in modern school fiction.";15
BED753;Information and Communications Technology (ICT) in Language Education 753;Honours;4115, 4116;None;None;Design digital language learning units utilizing advanced educational technologies.;"Computer-assisted language learning (CALL); mobile language apps; digital text creation; online linguistic corpora.";15
BED754;Language in Education Policy 754;Honours;4115, 4116;None;None;Critically analyze local and international language policies and their classroom implementation.;"South African Language-in-Education Policy (LiEP); mother-tongue instruction; multilingual classroom structures; language rights.";15
BED755;Key Issues in Educational Leadership 755;Honours;4115, 4116, 4652;None;None;Demonstrate broad awareness and understanding of key educational leadership and management issues.;"School principalship; instructional leadership; school governance; community partnerships; financial management.";15
BED756;Psychopathology 756;Honours;4117, 4118;None;BED747, BED712, BED749, BED737, BED709, BED715, BED710;Identify and diagnose common psychological disorders in children and adolescents within school contexts.;"DSM-5 classifications; childhood depression, anxiety, ADHD, conduct disorders; trauma-informed support; referral pathways.";15
EDU711;Research in Language and Literacy 711;Honours;4115, 4116;None;None;Formulate research questions and design language education studies.;"Qualitative and quantitative paradigms in literacy research; reading instruction research methodologies; data analysis.";15
EDU712;Research in Educational Leadership and Management 712;Honours;4115, 4116;None;None;Understand the methodologies applicable to educational leadership research.;"Case study research; policy analysis methods; leadership assessment techniques; school organizational auditing.";15
EDU713;Research in Mathematics Education 713;Honours;4115, 4116;None;None;Formulate research questions specific to mathematics learning and mathematical thinking.;"Theoretical frameworks in mathematics education; quantitative and qualitative analysis of student mathematical thinking.";15
EDU714;Research in Science Education 714;Honours;4115, 4116;None;None;Formulate research questions specific to science learning and scientific literacy.;"Inquiry-based learning frameworks; analysis of scientific literacy; qualitative and quantitative science education research.";15
EDU715;Introduction to Research in Educational Psychology 715;Honours;4117, 4118;None;None;Formulate a coherent research proposal with acceptable research questions and hypotheses.;"Quantitative and qualitative research design; research ethics in educational psychology; data gathering instruments.";15
EDU721;Research in Language and Literacy 721;Honours;4115, 4116;EDU711;None;Design appropriate research instruments and conduct research in Language Education ethically.;"Refinement of research topic; proposals; data collection; methods of analysis; report writing; presentation.";15
EDU722;Research in Educational Leadership and Management 722;Honours;4115, 4116;EDU712;None;Design and execute an empirical research project in educational leadership.;"Policy evaluation; school-based action research; data collection and analysis; leadership research reporting; presentation.";15
EDU723;Research in Mathematics Education 723;Honours;4115, 4116;EDU713;None;Design and execute an empirical research project in mathematics learning.;"Action research in math classrooms; designing and testing tasks; analysis of learning outcomes; report writing; presentation.";15
EDU724;Research in Science Education 724;Honours;4115, 4116;EDU714;None;Design appropriate research instruments and conduct research in Science Education ethically.;"Refinement of topic; revision of proposal; data collection; qualitative/quantitative analysis; report writing; presentation.";15
EDU726;Mathematics Education C 726;Honours;4115, 4116;None;None;Analyse modern curricula and instructional practices in geometry and algebra education.;"Theoretical models of algebra learning; geometry proofs; Van Hiele model of geometric thought; classroom diagnostic analysis.";15
FCD711;Theoretical Foundations in Education I 711;Honours;4113, 4114;None;None;Demonstrate application of the basic assumptions, key concepts and educational implications of various theories of learning.;"Theories of learning from an African perspective; brain-based learning; holistic development and learning; wellbeing in Foundation Phase.";15
FCD712;Theoretical Foundations in Education II 712;Honours;4113, 4114;FCD711;None;Locate curriculum and pedagogy in a broader social context.;"Basic orientations to the curriculum; implications for Foundation Phase teaching; socio-cultural context analysis.";15
FER701;Research in Foundation Phase Teaching A 701;Honours;4113, 4114;None;None;Demonstrate an understanding of different theoretical paradigms and approaches to research.;"Problem formulation; literature review; choosing and conceptualizing research; ethical considerations; decolonial ways.";15
FER702;Research in Foundation Phase Teaching B 702;Honours;4113, 4114;FER701;None;Design appropriate research instruments, conduct empirical research and analyse/interpret data.;"Conducting empirical research; data collection methods; quantitative and qualitative analysis; report writing.";30
FIE712;Literacy Education in Multilingual Settings 712;Honours;4113, 4114;None;None;Demonstrate knowledge of meaning-based, transformative approaches to foundation phase literacy teaching.;"Early literacy development pedagogies; children's literature; inclusive, socially just learning environments; Diverse SA contexts.";15
FPL711;Integrating Technologies into Foundation Phase 711;Honours;4113, 4114;None;None;Design digital learning resources utilizing educational technologies for young children.;"Computer-mediated play; digital storytelling; educational software evaluation; technology and fine motor development.";15
FPM711;Mathematics and the Foundation Phase 711;Honours;4113, 4114;None;None;Demonstrate a deep and flexible conceptual understanding of mathematical concepts.;"Nature of mathematics (change, constancy, number sense); early childhood math curriculum initiatives globally and locally.";15
AET901;Adult Education Doctoral Thesis 901 (1st Enrolment);Doctoral;4921;None;None;Formulate a significant novel contribution to adult education knowledge, presenting a comprehensive research design.;"Supervised execution of doctoral research dissertation; proposal defense; extensive literature integration.";360
AET902;Adult Education Doctoral Thesis 902 (2nd Enrolment);Doctoral;4921;None;None;Defend and publish doctoral research, completing the adult education dissertation.;"Dissertation defense and academic journal publication; final doctoral thesis submission.";10
CUS901;Curriculum Studies Doctoral Thesis 901 (1st Enrolment);Doctoral;4921;None;None;Formulate a significant novel contribution to curriculum studies, presenting a comprehensive research design.;"Supervised execution of doctoral research dissertation; proposal defense; curriculum theory integration.";360
CUS902;Curriculum Studies Doctoral Thesis 902 (2nd Enrolment);Doctoral;4921;None;None;Defend and publish doctoral research, completing the curriculum studies dissertation.;"Dissertation defense and academic journal publication; final doctoral thesis submission.";10
EDP801;Educational Psychology Master's Thesis 801 (1st Enrolment);Master's;4801;None;None;Design a comprehensive, ethically-sound research design for an educational psychology master's thesis.;"Supervised master's research proposal formulation; clinical psychological literature review; research design.";180
EDP802;Educational Psychology Master's Thesis 802 (2nd Enrolment);Master's;4801;None;None;Execute, draft, and successfully defend a full-research educational psychology master's thesis.;"Dissertation drafting under supervision; clinical data collection; analysis; final thesis production.";10
EDP901;Educational Psychology Doctoral Thesis 901 (1st Enrolment);Doctoral;4921;None;None;Formulate a significant novel contribution to educational psychology, presenting a comprehensive research design.;"Supervised execution of doctoral research dissertation; proposal defense; psychopathology/clinical integration.";360
EDP902;Educational Psychology Doctoral Thesis 902 (2nd Enrolment);Doctoral;4921;None;None;Defend and publish doctoral research, completing the educational psychology dissertation.;"Dissertation defense and academic journal publication; final doctoral thesis submission.";10
EDS901;Educational Studies Doctoral Thesis 901 (1st Enrolment);Doctoral;4921;None;None;Formulate a significant novel contribution to educational studies, presenting a comprehensive research design.;"Supervised execution of doctoral research dissertation; proposal defense; sociology/history of education integration.";360
EDS902;Educational Studies Doctoral Thesis 902 (2nd Enrolment);Doctoral;4921;None;None;Defend and publish doctoral research, completing the educational studies dissertation.;"Dissertation defense and academic journal publication; final doctoral thesis submission.";10
ELM901;Educational Leadership and Management Doctoral Thesis 901 (1st Enrolment);Doctoral;4921;None;None;Formulate a significant novel contribution to educational leadership, presenting a comprehensive research design.;"Supervised execution of doctoral research dissertation; proposal defense; management theory integration.";360
ELM902;Educational Leadership and Management Doctoral Thesis 902 (2nd Enrolment);Doctoral;4921;None;None;Defend and publish doctoral research, completing the educational leadership dissertation.;"Dissertation defense and academic journal publication; final doctoral thesis submission.";10
HES901;Higher Education Studies Doctoral Thesis 901 (1st Enrolment);Doctoral;4921;None;None;Formulate a significant novel contribution to higher education studies, presenting a comprehensive research design.;"Supervised execution of doctoral research dissertation; proposal defense; pedagogy/policy integration.";360
HES902;Higher Education Studies Doctoral Thesis 902 (2nd Enrolment);Doctoral;4921;None;None;Defend and publish doctoral research, completing the higher education studies dissertation.;"Dissertation defense and academic journal publication; final doctoral thesis submission.";10
SCE801;Science Education Master's Thesis 801 (1st Enrolment);Master's;4801;None;None;Design a comprehensive, ethically-sound research design for a science education master's thesis.;"Supervised master's research proposal formulation; literature review; research methodology design.";180
SCE802;Science Education Master's Thesis 802 (2nd Enrolment);Master's;4801;None;None;Execute, draft, and successfully defend a full-research science education master's thesis.;"Dissertation drafting under supervision; data collection and analysis; final thesis production.";10
