Module Code;Module Name;Year Level;Programmes;Pre-requisite;Co-requisite;Learning Outcome;Main Content;Credits
FRE121;French 121;Level 1;2101, 4401, 4517;FRE111;None;Read simple French stories and hold basic daily conversations.;Vocabulary expansion, past tenses (passé composé), reading comprehension.;15
FRE211;French 211;Level 2;2101, 4401, 4517;FRE111 & FRE121;FRE212 & FRE222 & FRE225;Hold intermediate conversations and write compound essays in French.;Subjunctive mood, future tense, compound sentence structures, modern culture.;10
FRE212;French 212;Level 2;2101, 4401, 4517;FRE211;FRE212 & FRE225;Analyze intermediate French prose and cultural history.;Intro to French history, reading selected short stories, cultural analysis.;10
FRE222;French 222;Level 2;2101, 4401, 4517;None;None;Develop intermediate grammatical accuracy in written French.;Morphology, sentence connection, error analysis, and practical writing.;10
FRE225;French 225;Level 2;2101, 4401, 4517;FRE211 & FRE212 & FRE222;None;Translate intermediate French texts to English.;Translation strategies, semantic equivalence, and vocabulary expansion.;10
FRE311;French 311;Level 3;2101, 4401, 4517;FRE211 & FRE212 & FRE225 & FRE222;FRE312 & FRE321 & FRE322;Analyze classical and modern French literature.;Examine 18th to 20th-century literature, drama, and critical essay writing.;10
FRE312;French 312;Level 3;2101, 4401, 4517;FRE311 & FRE321 & FRE322;None;Synthesize advanced grammatical structures and hold academic discussions.;Advanced syntax, debates in French, academic presentations, and essays.;10
FRE321;French 321;Level 3;2101, 4401, 4517;FRE311 & FRE312 & FRE322;None;Analyze Francophone literature and post-colonial themes.;"African, Caribbean, and Canadian Francophone literature; colonial critique.";10
FRE322;French 322;Level 3;2101, 4401, 4517;FRE311 & FRE312 & FRE321;None;Perform advanced translation of professional documents in French.;Legal, business, and medical translation from French to English.;10
FRE323;French 323;Level 3;2101, 4401, 4517;AFN111, ARA111, GER111, FRE111, ENG111, LCS111, XHO111 or equivalent language major;None;Critically analyze structural linguistics of modern languages.;Comparative linguistic structures, morphology, syntax, and semantics.;10
FRE701;Research Essay 701;Honours;2731, 2701;None;None;Conduct independent research in French/Francophone studies.;Supervised academic writing of a specialized research essay.;30
FRE731;French and Francophone Literature 731;Honours;2731, 2701;None;None;Evaluate advanced Francophone novels and postcolonial theories.;Deep study of major works from North Africa, Sub-Saharan Africa, and Quebec.;30
FRE732;French Linguistics 732;Honours;2731, 2701;None;None;Analyze historical and modern structures of the French language.;Phonology, advanced syntax, sociolinguistics of French in the world.;30
FRE733;Translation and Intercultural Studies 733;Honours;2731, 2701;None;None;Perform complex professional translation and analyze intercultural communication.;Translation of literary and technical texts, and intercultural theories.;30
FRE801;Master's Thesis 801;Master's;2801, 2808;Honours degree in French;None;Complete a high-level full research thesis in French studies.;Original supervised academic research project on an approved topic.;180
FRE802;Master's Thesis 802;Master's;2801, 2808;None;None;Finalize and edit the Master's research thesis in French.;Compilation, editing, reference checking, and formal submission.;9
FRE901;French Doctoral Thesis 901;Doctoral;2951, 6901;Master's degree in French;None;Formulate and complete a PhD thesis making an original contribution.;Supervised PhD-level research and dissertation in French studies.;360
FRE902;French Doctoral Thesis 902;Doctoral;2951, 6901;None;None;Submit the doctoral dissertation in French for formal evaluation.;Dissertation checking, layout compliance, and submission for graduation.;10
GER111;German 111;Level 1;2101, 4401, 4517;None;None;Write and speak basic German in introductory contexts.;Alphabet, fundamental vocabulary, present tense verbs, and simple sentences.;15
GER121;German 121;Level 1;2101, 4401, 4517;GER111;None;Conduct basic conversations and read simple stories in German.;Introduction to past tenses, conversational practice, and basic reading.;15
GER201;German 201;Level 2;2101, 4401, 4517;GER111 & GER121 or Matric German pass;None;Demonstrate intermediate reading, writing, and oral skills in German.;Intermediate grammar, compound clauses, reading short novels, modern culture.;40
GER311;German 311;Level 3;2101, 4401, 4517;GER201;GER312;Analyze classical German literature and advanced linguistics.;"German literary history (Goethe to Kafka); advanced syntactic models.";10
GER312;German 312;Level 3;2101, 4401, 4517;GER201;GER311;Synthesize advanced grammatical rules and write critical essays.;German essays, oral debates on social issues, advanced functional grammar.;10
GER321;German 321;Level 3;2101, 4401, 4517;GER311 & GER312;GER322;Analyze contemporary German media, film, and society.;Modern German cinema, print and digital media, and social structures.;10
GER322;German 322;Level 3;2101, 4401, 4517;GER322;None;Perform professional translation of literary and business texts.;German-English translation techniques, business German vocabulary.;10
GER731;German Literature and Culture 731;Honours;2731, 2701;None;None;Evaluate advanced themes in 20th-century German literature.;Critical analysis of major literary works and cultural theories.;30
GER732;German Applied Linguistics 732;Honours;2731, 2701;None;None;Examine theories of second language acquisition in German.;"Pedagogy of German as a foreign language; syntax and semantics.";30
GER733;Selected German Authors 733;Honours;2731, 2701;None;None;Perform a deep critical study of selected prominent German authors.;Monographic study of writers such as Thomas Mann, Brecht, or Grass.;30
GER734;Colonial and Post-Colonial German Literature on Africa 734;Honours;2731, 2701;None;None;Analyze German colonial representations of Africa critically.;German colonial literature, travel writing, and post-colonial critiques.;30
GER735;Teaching German as a Foreign Language 735;Honours;2731, 2701;None;None;Apply pedagogical principles to teaching German to non-native speakers.;Curriculum design, lesson planning, and assessment methods in German.;30
GER801;Master's Thesis 801;Master's;2801, 2808;Honours degree in German;None;Formulate and complete a comprehensive full research thesis in German.;Supervised execution of an original academic research project.;180
GER802;Master's Thesis 802;Master's;2801, 2808;None;None;Complete the revisions and examination of the MA research thesis.;Revisions, academic writing finalization, and formal submission.;9
GER901;German Doctoral Thesis 901;Doctoral;2951, 6901;Master's degree in German;None;Develop an original doctoral dissertation on German studies.;Pioneering research making an original contribution under PhD guidance.;360
GES111;Geography 111;Level 1;2101, 4401, 4517, 3214, 3217, 3211, 3331, 3227, 3230, 3233, 8051, 8104, 8106, 8231;None;None;Understand and describe physical geographic processes and landforms.;Geomorphology, climatology, cartographic concepts, and map analysis.;15
GES121;Geography 121;Level 1;2101, 4401, 4517, 3214, 3217, 3211, 3331, 3227, 3230, 3233, 8051, 8104, 8106, 8231;None;None;Analyze human-environment interactions and developmental geography.;Human geography, population dynamics, rural and urban development.;15
GES225;Geography 225;Level 2;2101, 4401, 4517, 3214, 3217, 3211, 3331, 3227, 3230, 3233, 8051, 8104, 8106, 8231;GES111 and GES121;None;Apply spatial and economic theories to urban and regional spaces.;Economic geography, industrial location, spatial inequalities in SA.;20
GES226;Geography 226;Level 2;2101, 4401, 4517, 3214, 3217, 3211, 3331, 3227, 3230, 3233, 8051, 8104, 8106, 8231;None;None;Apply principles of physical environmental systems and resource management.;Environmental systems, soils, biogeography, and hydrology.;20
GES311;Geography 311;Level 3;2101, 4401, 4517, 3214, 3217, 3211, 3331, 3227, 3230, 3233, 8051, 8104, 8106, 8231;None;None;Evaluate advanced theories of urban planning and space production.;Urban development, cities in the Global South, housing and service delivery.;10
GES322;Geography 322;Level 3;2101, 4401, 4517, 3214, 3217, 3211, 3331, 3227, 3230, 3233, 8051, 8104, 8106, 8231;At least 8 level 2 modules in any subject;None;Critically analyze environmental policy and resource management.;SA environmental legislation, environmental impact assessments (EIA).;10
GES323;Geography 323;Level 3;2101, 4401, 4517, 3214, 3217, 3211, 3331, 3227, 3230, 3233, 8051, 8104, 8106, 8231;20 credits in GES226 (65% pass required);None;Demonstrate theoretical and practical competency in climatology.;Advanced climatology, microclimatology, climate change modeling.;10
GES328;Geography 328;Level 3;2101, 4401, 4517, 3214, 3217, 3211, 3331, 3227, 3230, 3233, 8051, 8104, 8106, 8231;GES225 & GES226;None;Apply GIS and remote sensing tools to solve spatial problems.;GIS data structures, spatial analysis, satellite imagery classification.;10
GES329;Geography 329;Level 3;2101, 4401, 4517, 3214, 3217, 3211, 3331, 3227, 3230, 3233, 8051, 8104, 8106, 8231;GES226;None;Understand geomorphological processes and catchment dynamics.;River geomorphology, soil erosion, coastal processes, and management.;10
GES330;Geography 330;Level 3;2101, 4401, 4517, 3214, 3217, 3211, 3331, 3227, 3230, 3233, 8051, 8104, 8106, 8231;GES323;None;Analyze meteorology and weather forecasting principles.;Atmospheric dynamics, synoptic meteorology, and forecasting techniques.;10
GES331;Geography 331;Level 3;2101, 4401, 4517, 3214, 3217, 3211, 3331, 3227, 3230, 3233, 8051, 8104, 8106, 8231;GES225;None;Examine transport geography and sustainable logistics systems.;Transport networks, spatial accessibility, and public transit planning.;10
GES332;Geography 332;Level 3;2101, 4401, 4517, 3214, 3217, 3211, 3331, 3227, 3230, 3233, 8051, 8104, 8106, 8231;GES225;None;Examine regional development planning and spatial policies.;Regional economic growth models, planning agencies, and SA policies.;10
GES701;Research Essay 701;Honours;2731, 2701;None;GES711;Formulate and execute an Honours-level research project in Geography.;Supervised independent research paper focusing on a spatial topic.;30
GES711;"History and Philosophy of Geography; Research Methodology 711";Honours;2731, 2701;None;None;Synthesize geographic thought history and research methodologies.;Epistemology, positivism, critical geography, research design.;30
GES732;Advanced GIS and Remote Sensing 732;Honours;2731, 2701;None;None;Perform complex spatial analysis and image processing.;Spatial modeling, geodatabases, network analysis, object classification.;30
GES738;Urban Geography and Planning 738;Honours;2731, 2701;None;None;Deconstruct contemporary urban theories and planning frameworks.;Post-apartheid city planning, global-city debates, and spatial justice.;30
GES740;Environmental Management and Policy 740;Honours;2731, 2701;None;None;Evaluate international and local environmental governance protocols.;Global conventions, environmental audits, resource conflict policies.;30
GES801;Master's Thesis 801;Master's;2801, 2808;Honours degree in Geography;None;Complete a high-level full research thesis in Geography.;Supervised original research making a novel geographic contribution.;180
GES802;Master's Thesis 802;Master's;2801, 2808;None;None;Submit the finalized Master's research thesis in Geography.;Dissertation checking, layout compliance, and submission steps.;9
HER111;Hermeneutics 111;Level 1;2013, 2016, 2101;None;None;Explain principles of general and biblical interpretation.;History of biblical interpretation, critical text reading, and context.;15
HER121;Hermeneutics 121;Level 1;2013, 2016, 2101, 4401, 4517;None;None;Deconstruct modern literary and social hermeneutic theories.;Language, philosophy of reading, hermeneutical circle, and bias.;15
HER122;Hermeneutics 122;Level 1;2013, 2016, 2101;None;None;Examine critical cultural hermeneutics and contextual readings.;Ideological critique, political hermeneutics, and Southern African readings.;15
HIS153;History 153;Level 1;2101, 4401, 4517, 7162, 7172, 7221;None;None;Analyze major world historical events from ancient times to the modern era.;Imperialism, world wars, revolutions, and introduction to historical writing.;15
HIS154;History 154;Level 1;2101, 4401, 4517, 7162, 7172, 7221;None;None;Analyze Southern African history critically from pre-colonial to democratic eras.;Pre-colonial states, colonial conquest, segregation, apartheid, and democracy.;15
HIS224;History 224;Level 2;2101, 4401, 4517;None;None;Evaluate history of African resistance and decolonization.;Pan-Africanism, liberation struggles, nationalist movements, and post-independence.;20
HIS231;History 231;Level 2;2101, 4401, 4517;None;None;Examine public history, archives, and visual representations.;Museums, monuments, memory, archives, and representation of the past.;20
HIS324;History 324;Level 3;2101, 4401, 4517;None;None;Analyze advanced global historiography and intellectual history.;Marxist history, post-modernism, gender history, and subaltern studies.;10
HIS325;History 325;Level 3;2101, 4401, 4517;None;None;Analyze socio-economic history of 20th-century Southern Africa.;Industrialization, labor migration, urbanization, and class struggles.;10
HIS331;History 331;Level 3;2101, 4401, 4517;None;None;Critically evaluate comparative revolutions and social movements.;"Russian, French, Cuban revolutions; civil rights and feminist movements.";20
HIS332;History 332;Level 3;2101, 4401, 4517;None;None;Evaluate oral history methodologies and conduct fieldwork.;Oral history theory, archiving interviews, narrative transcriptions.;20
HIS750;Research Essay 750;Honours;2731, 2701;None;None;Conduct original historical research and write a scholarly Honours essay.;Supervised primary source research, research design, and thesis compilation.;30
HIS751;Historiography and Historical Method 751;Honours;2731, 2701;None;None;Critically evaluate the history of historical writing and paradigms.;Empiricism, social history, linguistic turn, post-colonial history theory.;30
HIS752;Public History and Heritage 752;Honours;2731, 2701;None;None;Evaluate heritage policy, museums, and public history debates.;Heritage site management, restitution, community museums, and tourism.;30
HIS753;South African History 753;Honours;2731, 2701;None;None;Critically analyze current debates in post-apartheid historiography.;Truth and Reconciliation Commission, land questions, and class in modern SA.;30
HIS754;African History 754;Honours;2731, 2701;None;None;Critically analyze structural dynamics and governance in modern Africa.;African statehood, structural adjustment, ethnic conflicts, and social movements.;30
HIS801;Master's Thesis 801;Master's;2801, 2808;Honours degree in History;None;Formulate and complete a comprehensive full research thesis in History.;Original supervised academic research project on an approved historical topic.;180
HIS802;Master's Thesis 802;Master's;2801, 2808;None;None;Finalize and edit the Master's research thesis in History.;Final thesis compiling, formatting, referencing check, and submission.;9
HIS832;Advanced Historiography 832;Master's;2801, 2808;None;None;Deconstruct advanced theoretical paradigms in global history.;Structuralism, post-structuralism, gender, and decolonial critiques of history.;30
HIS835;Advanced Research Methods in History 835;Master's;2801, 2808;None;None;Design and write a complex historical research project proposal.;Archival research strategies, digital humanities, and ethical clearances.;30
HIS844;History of Popular Culture 844;Master's;2801, 2808;None;None;Analyze popular culture, media, and everyday life historically.;History of music, cinema, sports, fashion, and subcultures in Africa.;30
HIS846;Intellectual History of Africa 846;Master's;2801, 2808;None;None;Critically evaluate African philosophical and political thought.;Négritude, African socialism, Black Consciousness, and decolonial thinkers.;30
HIS848;Oral History and Memory 848;Master's;2801, 2808;None;None;Synthesize advanced theories of memory, trauma, and testimony.;Individual and collective memory, trauma studies, and testimony archives.;30
HIS849;Visual History 849;Master's;2801, 2808;None;None;Analyze visual archives, photography, and film as historical sources.;Reading photographs historically, propaganda film, and visual representations.;30
HIS851;Museum and Heritage Studies 851;Master's;2801, 2808;None;None;Evaluate advanced museological theories and curation practices.;Critical curation, repatriation of artifacts, and exhibition design.;30
HIS852;Forensic History 852;Master's;2801, 2808;None;None;Apply historical methods to legal, restorative, and human rights contexts.;Tracing missing persons, land claims research, and TRC archive files.;30
HIS853;Oral History 853;Master's;2801, 2808;None;None;Design and execute a comprehensive oral history recording project.;Field planning, recording technicalities, transcriber guidelines, and ethics.;30
HIS854;Experimental History Writing 854;Master's;2801, 2808;None;None;Develop creative, non-traditional historical narratives and biographies.;Biography writing, historical fiction, and multi-vocal narratives.;30
HIS901;History Doctoral Thesis 901;Doctoral;2951, 6901;Master's degree in History;None;Perform original PhD research making an original contribution.;Supervised PhD-level primary source research and dissertation writing.;360
HIS902;History Doctoral Thesis 902;Doctoral;2951, 6901;None;None;Prepare the final PhD dissertation for academic examination.;Final proofreading, dissertation compilation, and formal submission.;10
HUM101;Humanities Foundation 101;Level 1;2612;None;None;Develop core critical thinking, academic writing, and analytical skills.;Selected philosophical, historical, and cultural texts analysis.;20
LAT111;Latin 111;Level 1;2101, 4401, 4517;None;None;Read basic Latin sentences and explain simple grammatical structures.;Noun declensions (1st-3rd), verb conjugations, and core vocabulary.;15
LAT121;Latin 121;Level 1;2101, 4401, 4517;LAT111;None;Translate simple Latin passages and analyze sentence syntax.;4th-5th declensions, subjunctive mood, and basic translation exercises.;15
LAT211;Latin 211;Level 2;2101, 4401, 4517;None;None;Analyze intermediate Latin prose and historical contexts.;"Cicero, Caesar prose readings; advanced verb syntax and morphology.";10
LAT212;Latin 212;Level 2;2101, 4401, 4517;None;None;Analyze classical Latin poetry and meter.;"Virgil, Ovid poetry readings; dactylic hexameter and poetic devices.";10
LAT221;Latin 221;Level 2;2101, 4401, 4517;None;None;Translate intermediate unseen Latin passages accurately.;Unseen translation methodologies, advanced syntactic constructs.;10
LAT222;Latin 222;Level 2;2101, 4401, 4517;None;None;Critically analyze Roman historical writings.;"Sallust, Livy prose readings; historiographical analysis.";10
LAT311;Latin 311;Level 3;2101, 4401, 4517;None;None;Critically evaluate Roman philosophical texts.;"Lucretius, Seneca readings; advanced syntactic structures and ideas.";10
LAT312;Latin 312;Level 3;2101, 4401, 4517;None;None;Critically evaluate Roman satirical writings.;"Horace, Juvenal satirical poetry; social and political contexts.";10
LAT321;Latin 321;Level 3;2101, 4401, 4517;None;None;Perform complex translation of classical Latin texts.;Translating complex prose/poetry under exam and coursework conditions.;10
LAT322;Latin 322;Level 3;2101, 4401, 4517;None;None;Analyze the development of Vulgar and Medieval Latin.;Late Latin, Medieval chronicles, and linguistic changes from Classical.;10
LAT701;Research Essay 701;Honours;2731, 2701;None;None;Perform independent research on a specialized topic in Latin studies.;Supervised writing of a comprehensive Honours research paper.;30
LAT731;Classical Latin Literature 731;Honours;2731, 2701;None;None;Evaluate classical Latin texts using advanced literary frameworks.;In-depth study of Golden and Silver Age Latin prose and poetry.;30
LAT732;Latin Syntax and Style 732;Honours;2731, 2701;None;None;Analyze micro-syntactic patterns and prose composition styles.;"Latin prose composition; stylistic variations; advanced syntax.";30
LAT733;Roman Historiography 733;Honours;2731, 2701;None;None;Critically analyze the narratives of Roman historians.;"Livy, Tacitus, Suetonius; political agendas and historiography.";30
LAT734;Roman Philosophy 734;Honours;2731, 2701;None;None;Deconstruct Stoic and Epicurean systems in Latin texts.;Seneca, Lucretius, Cicero philosophical treatises analysis.;30
LAT735;Vulgar and Medieval Latin 735;Honours;2731, 2701;None;None;Analyze transition from Classical Latin to early Romance languages.;Inscriptions, letters, Medieval poetry, and sound changes.;30
LAT736;Latin Epigraphy and Palaeography 736;Honours;2731, 2701;None;None;Decipher and analyze Roman inscriptions and medieval manuscripts.;Transcription of stone inscriptions and reading medieval book hands.;30
LAT737;Special Topics in Latin Studies 737;Honours;2731, 2701;None;None;Conduct focused research on an approved topic in Latin.;Select themes like Roman law texts, Latin drama, or love elegy.;30
LAT801;Master's Thesis 801;Master's;2801, 2808;Honours degree in Latin;None;Formulate and complete a comprehensive full research thesis in Latin.;Supervised research making a significant contribution to Latin scholarship.;180
LBS704;Foundations of Library and Information Science 704;Honours;2829;None;None;Synthesize advanced theories of knowledge organization and library values.;Theoretical LIS, national information infrastructures, and information policy.;30
LCS111;Language and Communication Studies 111;Level 1;2101, 4401, 4517, 8411, 8560;None;LCS121;Understand the basics of human communication, linguistics, and phonology.;Introduction to phonetics, phonology, syntax, and communication models.;15
LCS121;Language and Communication Studies 121;Level 1;2101, 4401, 4517, 8411, 8560;None;LCS111;Apply critical literacy and sociolinguistic concepts to modern communication.;Sociolinguistics, discourse, media languages, and comprehension.;15
LCS211;Language and Communication Studies 211;Level 2;2101, 4401, 4517;LCS111 & LCS121;None;Analyze organizational communication and institutional discourse.;Corporate communication, group dynamics, speech writing, and rhetoric.;10
LCS212;Language and Communication Studies 212;Level 2;2101, 4401, 4517;None;None;Deconstruct the relationship between language, gender, and identity.;Gendered language, linguistic performativity, and social stereotypes.;10
LCS213;Language and Communication Studies 213;Level 2;2101, 4401, 4517;None;None;Analyze the structures and syntactic rules of modern English.;Advanced syntax, morphology, generative grammar basics, and clause structure.;10
LCS221;Language and Communication Studies 221;Level 2;2101, 4401, 4517;None;None;Apply intercultural communication theories to multicultural contexts.;Cultural variables, global communication, non-verbal signals, and empathy.;10
LCS222;Language and Communication Studies 222;Level 2;2101, 4401, 4517;None;None;Deconstruct the language of advertising and media campaigns.;Advertising rhetoric, semiotics, print/broadcast media analysis, persuasion.;10
LCS223;Language and Communication Studies 223;Level 2;2101, 4401, 4517;None;None;Apply psycholinguistic theories to first language acquisition.;Language and the brain, child language development, and mental lexicon.;10
LCS311;Language and Communication Studies 311;Level 3;2101, 4401, 4517;LCS213 & 3 other level 2 LCS modules;None;Evaluate advanced theories of syntax, semantics, and pragmatics.;Linguistic semantics, pragmatic speech acts, Conversational Implicature.;10
LCS312;Language and Communication Studies 312;Level 3;2101, 4401, 4517;None;None;Examine second language acquisition and bilingualism.;L2 acquisition models, classroom learning, code-switching, and bilingual minds.;10
LCS313;Language and Communication Studies 313;Level 3;2101, 4401, 4517;None;None;Apply discourse analysis methodologies to professional texts.;Critical Discourse Analysis (CDA), narrative analysis, and corpus work.;10
LCS321;Language and Communication Studies 321;Level 3;2101, 4401, 4517;None;None;Evaluate language planning, policy, and language rights in SA.;Socio-political language policy, multilingual education, and minority rights.;10
LCS323;Language and Communication Studies 323;Level 3;2101, 4401, 4517;None;None;Analyze computer-mediated communication and digital language formats.;Netlinguistics, texting language, digital identities, and online discourse.;10
LCS325;Language and Communication Studies 325;Level 3;2101, 4401, 4517;LCS212 & 3 other level 2 LCS modules;None;Conduct independent sociolinguistic fieldwork and analyze spatial data.;Fieldwork design, linguistic landscaping, multilingual mapping, and data analysis.;10
LIB111;Library Science 111;Level 1;2201;None;None;Explain history, role, and ethics of libraries in democratic societies.;History of books and libraries, professional values, and code of ethics.;15
LIB121;Library Science 121;Level 1;2201;None;None;Navigate information sources and apply search techniques.;Reference tools, information retrieval, search operators, and databases.;15
LIB241;Collections Management 241;Level 2;2201;None;None;Apply guidelines to select, evaluate, and acquire library materials.;Collection policies, selectors, book reviews, acquisitions, weeding.;20
LIB242;Literature Studies 242;Level 2;2201;None;None;Analyze user reading interests and design reading promotion campaigns.;Reading profiles, promotion strategies, children's and YA literature.;20
LIB243;Information Resources and Services 243;Level 2;2201;None;None;Provide and evaluate reference services in academic/public libraries.;Information seeking, reference interviews, digital reference sources.;20
LIB244;Cataloging 244;Level 2;2201;None;None;Understand metadata standards and catalog print library monographs.;Cataloguing theory, MARC21, RDA, cataloguing of print resources.;20
LIB301;ICTs in Library and Information Services 301;Level 3;2201;LIB111 & LIB121 & LIB241 & LIB242 & LIB243 & LIB244;None;Implement and evaluate integrated library automation systems (ILS).;Open-source software (Koha, DSpace), library databases, systems architecture.;30
LIB302;Resource Description and Subject Analysis 302;Level 3;2201;LIB241 & LIB242 & LIB243 & LIB244;None;Apply classification schemes (Dewey Decimal) and analyze metadata.;Dewey Decimal Classification (DDC), metadata standards, and indexing.;30
LIB321;Critical Theory for Library and Information Science 321;Level 3;2201;None;None;Critically analyze the role of libraries in information justice and equity.;Critical LIS, information poverty, digital divide, and censorship.;20
LIB402;Practicum (Fieldwork or Work Integrated Learning) 402;Level 4;2201;LIB301 & LIB302 & LIB321;None;Complete 200 hours of practical fieldwork and compile a reflective report.;Practical work in libraries, internship tasks, and reflection portfolio.;30
LIB431;Management of Library and Information Services 431;Level 4;2201;None;None;Design strategic management plans, budgets, and HR frameworks for LIS.;LIS management, leadership, budgeting, strategic planning, and HR.;30
LIB432;Research Methodology 432;Level 4;2201;None;None;Design and write an empirically sound academic research proposal.;Qualitative and quantitative methods, data gathering instruments, ethics.;30
LIB433;User Studies 433;Level 4;2201;None;None;Apply user needs models and evaluate information seeking patterns.;User needs assessments, information behavior, customer satisfaction metrics.;30
LIB803;Library Science Mini-Thesis 803;Master's;2841, 2848;None;None;Conduct independent research and write an original LIS mini-thesis.;Structured LIS research of limited scope under academic supervision.;90
LIB804;Library Science Mini-Thesis 804;Master's;2841, 2848;None;None;Complete the revisions and examination of the MLIS mini-thesis.;Layout compliance, editing, referencing verification, and submission.;9
LIB901;Library and Information Science Doctoral Thesis 901;Doctoral;2951, 6901;Master's degree in Library and Information Science;None;Formulate and complete a PhD thesis making an original contribution.;Supervised PhD-level research and dissertation in Library/Information Science.;360
LIB902;Library and Information Science Doctoral Thesis 902;Doctoral;2951, 6901;None;None;Submit the finalized PhD dissertation for formal academic evaluation.;PhD thesis compiling, final formatting, reference checks, and submission.;10
LIN701;Research Essay 701;Honours;2731, 2701;None;None;Conduct original research and compile a scholarly Honours essay in Linguistics.;Supervised proposal design, primary data collection, and essay writing.;30
LIN731;Business and Organisational Communication 731;Honours;2731, 2701;None;None;Analyze and design strategic communication plans for corporate organizations.;Organizational discourse, institutional audits, and conflict management.;30
LIN732;Inter- and Cross-Cultural Communication 732;Honours;2731, 2701;None;None;Critically analyze communication dynamics across cultural boundaries.;Intercultural competence, global team management, and language barriers.;30
LIN735;Multilingualism (Cognitive and Societal Aspects) 735;Honours;2731, 2701;None;None;Analyze cognitive processing and societal patterns in multilingualism.;Bilingual brain, code-switching, language maintenance, and shift patterns.;30
LIN736;Multilingual Education, Language Planning and Policy 736;Honours;2731, 2701;None;None;Evaluate school language policies and educational planning in Africa.;Language-in-education models, mother-tongue instruction, and planning.;30
LIN737;Formal Language Studies 737;Honours;2731, 2701;None;None;Apply formal linguistic models to syntactic and phonetic data.;Minimalist program syntax, optimality theory phonology, and processing.;30
LIN738;Language Contact and World Englishes 738;Honours;2731, 2701;None;None;Critically evaluate pidgins, creoles, and regional varieties of English.;World Englishes, contact linguistics, and post-colonial varieties of English.;30
LIN739;Sociolinguistics 739;Honours;2731, 2701;None;None;Evaluate major paradigms in sociolinguistic theory and variation.;Quantitative variationist models, linguistic anthropology, and styling.;30
LIN741;Clinical Linguistics 741;Honours;2731, 2701;None;None;Analyze speech and language disorders utilizing linguistic tools.;Aphasia, phonological disorders, and developmental language delay.;30
LIN743;Forensic Linguistics 743;Honours;2731, 2701;None;None;Apply linguistic analysis to legal evidence and court proceedings.;Author identification, emergency call analysis, and classroom legal talk.;30
LIN744;Computational Linguistics 744;Honours;2731, 2701;None;None;Develop basic natural language processing (NLP) scripts.;Corpus building, parsing algorithms, part-of-speech tagging scripts.;30
LIN751;Media and Digital Discourse 751;Honours;2731, 2701;None;None;Critically evaluate political and corporate discourse in social media.;Social media algorithms, online identity styling, and platform discourse.;30
LIN801;Master's Thesis 801;Master's;2801, 2808;Honours degree in Linguistics;None;Complete a comprehensive, original Master's dissertation in Linguistics.;Supervised original research making a novel scholarly contribution.;180
LIN802;Master's Thesis 802;Master's;2801, 2808;None;None;Submit the finalized Master's research dissertation in Linguistics.;Dissertation assembling, final reference checks, and academic submission.;9
LIN803;Master's Mini-Thesis 803;Master's;2808;Honours degree in Linguistics;None;Perform focused research and write an original mini-thesis.;Independent, supervised mini-thesis of limited scope (NQF Level 9).;90
LIN804;Master's Mini-Thesis 804;Master's;2808;None;None;Prepare the mini-thesis for final academic submission and grading.;Mini-thesis editing, layout validation, and final submission steps.;9
LIN811;Research Method and Proposal 811;Master's;2801, 2808;None;None;Design and write a complete research proposal with data methodologies.;Paradigm selections, ethics, data gathering tools, and pilot tests.;30
LIN831;Business and Organisational Communication 831;Master's;2801, 2808;None;None;Evaluate language, technology, and power in modern corporate environments.;Auditing institutional communication, leadership talk, and diversity policies.;30
LIN832;Inter- and Cross-Cultural Communication 832;Master's;2801, 2808;None;None;Examine and resolve communication conflicts in multicultural teams.;Mediating intercultural disputes, diplomatic communication, and models.;30
LIN835;Multilingualism 835;Master's;2801, 2808;None;None;Synthesize advanced research on cognitive benefits of bilingualism.;Executive function, language control, and cognitive reserve studies.;30
LIN836;Multilingual Education, Language Planning and Policy 836;Master's;2801, 2808;None;None;Examine international developments in language planning and economics.;Linguistic human rights, economic value of languages, and global policy.;30
LIN901;Linguistics Doctoral Thesis 901;Doctoral;2951, 6901;Master's degree in Linguistics;None;Complete a pioneering PhD dissertation making an original contribution.;Supervised execution of primary PhD-level research and dissertation.;360
LIN902;Linguistics Doctoral Thesis 902;Doctoral;2951, 6901;None;None;Prepare and submit the PhD dissertation for formal academic evaluation.;PhD dissertation compiling, review, and final submission procedures.;10
LIS822;Data Stewardship 822;Master's;2841, 2848;None;None;Design research data management (RDM) workflows and data plans.;Open data, metadata schemas, preservation repositories, and RDM plans.;30
LIS823;Information Literacy Education 823;Master's;2841, 2848;None;None;Design and evaluate information literacy training curriculums.;Information literacy standards, instructional design, and assessment.;30
LIS824;Knowledge Management 824;Master's;2841, 2848;None;None;Implement knowledge management architectures within organizations.;Tacit and explicit knowledge, organizational culture, KM technology.;30
MLP701;Research Project in Language Practice 701;Honours;2827;None;None;Conduct independent research in translation, terminology, or lexicography.;Supervised research proposal and project report on language practice.;30
MLP707;Legal Interpreting 707;Honours;2827;None;None;Apply court interpreting techniques and legal vocabulary in bilingual settings.;Consecutive and simultaneous interpreting, legal terminology, and ethics.;30
PHI111;Philosophy 111;Level 1;2101, 4401, 4517, 7162, 7172, 7221;None;None;Understand the basics of critical thinking, formal logic, and arguments.;Logic fallacies, deductive and inductive arguments, truth tables, reasoning.;15
